parameterization_id,SeedYr HIGH,BaseInfectivity,SexualDebutAgeFemaleWeibullScale,SexualDebutAgeFemaleWeibullHeterogeneity,SexualDebutAgeMaleWeibullScale,SexualDebutAgeMaleWeibullHeterogeneity,TransitoryFormationRate,InfmormalFormationRate,MaritalFormationRate,MaleToFemaleYoung,MaleToFemaleOld,TransitoryCondomMid,TransitoryCondomRate,TransitoryCondomMax,InformalCondomMid,InformalCondomRate,InformalCondomsMax,MaritalCondomMid,MaritalCondomRate,MaritalCondomMax,RiskAssortivity,ProbExtraTransitoryMaleLow,ProbExtraTransitoryMaleMedium,ProbExtraTransitoryFemaleLow,ProbExtraTransitoryFemaleMedium,ProbExtraInformalMaleLow,ProbExtraInformalFemaleLow,MaximumTransitoryMaleLow,MaximumTransitoryFemaleLow,MaximumInformalMaleLow,MaximumInformalFemaleLow,ProbExtraInformalMaleMedium,ProbExtraInformalFemaleMedium,MaximumTransitoryMaleMedium,MaximumTransitoryFemaleMedium,MaximumInformalMaleMedium,MaximumInformalFemaleMedium,MaximumMaritalMaleMedium,MaximumMaritalFemaleMedium,InformalDurationHeterogeneity,Homa_BayTransitoryCondomsMax,Homa_BayInformalCondomsMax,Homa_BayPropLowRisk,KisiiTransitoryCondomsMax,KisiiInformalCondomsMax,KisiiPropLowRisk,KisumuTransitoryCondomsMax,KisumuInformalCondomsMax,KisumuPropLowRisk,MigoriTransitoryCondomsMax,MigoriInformalCondomsMax,MigoriPropLowRisk,NyamiraTransitoryCondomsMax,NyamiraInformalCondomsMax,NyamiraPropLowRisk,SiayaTransitoryCondomsMax,SiayaInformalCondomsMax,SiayaPropLowRisk,PreARTLinkMinimum,PreARTLinkMaximum,PreARTLinkMid,ARTLinkMax,ARTLinkMid,run_number,iteration_number,sim_id,likelihood
150,1982,0.000646394,16.00958791,0.04,16.3565757,0.067459399,0.00112673,0.000285956,6.08E-05,2.33459654,2.695257881,2001.372102,0.253290219,0.253911838,2003.040532,2.222442095,0.100074498,1995.525973,1.319331977,0.208884489,0.489816834,0.102654291,0.714735007,0.105387713,0.662752467,0.247769304,0.464469602,1.834153113,1.834153113,1.127104747,1.127104747,0.416752279,0.393260387,3,3,2.416131503,2.416131503,1.048201098,1.048201098,0.75,0.213732192,0.089169895,0.546977926,0.372449717,0.181620612,0.912413778,0.294311651,0.230452894,0.617984126,0.307107587,0.197342467,0.792987418,0.259013219,0.267143097,0.765067465,0.292660125,0.227303403,0.559906657,0.597494221,0.730239453,2007.712945,0.994598717,1997.697115,17845,-1,,1
151,1982,0.00054471,15.32498023,0.059201505,15,0.230716786,0.002004742,9.13E-05,5.62E-05,3.008406416,2.695257881,1996.357514,0,0.039220402,2001.156777,2.809974965,0.137329184,1991.83834,1.299684215,0.161317129,0.279536971,0.113689227,0.747586363,0.050771935,0.665457951,0.482973051,0.274654988,2,2,1.598719293,1.598719293,0.5,0.473683155,3,3,2.694178076,2.694178076,1.264567715,1.264567715,0.75,0.35597857,0.102937953,0.55520493,0.45120052,0.165274823,0.658707632,0.162253112,0.156049611,0.616926404,0.080250621,0.146664408,0.823105252,0.398279187,0.3676097,0.798217403,0.366277972,0.25432183,0.5,0.120578201,0.548570077,1997.227031,0.973016272,2004.6441,6456,-1,,1
152,1982,0.000864332,15.71588718,0.062687917,15.54009376,0.111419855,0.001049994,0.000159728,6.99E-05,1.975713402,2.695257881,2000.482848,0.266461012,0.21632468,2004.873548,1.985779949,0.090883595,1993.932728,2.122111623,0.27944509,0.635232315,0.116499119,0.776832396,0.098636437,0.8,0.313078031,0.5,1.889704415,1.889704415,1.487124778,1.487124778,0.374157296,0.464922028,2.991388765,2.991388765,2.448493852,2.448493852,0.9,0.9,0.75,0.198091322,0.073285443,0.579053008,0.470554007,0.140801561,0.922076253,0.314725684,0.176126966,0.599881918,0.41081418,0.187042895,0.85963026,0.361281133,0.294093484,0.730651357,0.296183714,0.238356992,0.512467105,0.595486304,0.650434798,2004.545493,0.996274132,1995.508775,23101,-1,,1
153,1982,0.000691947,15.87744108,0.052211365,15.74121634,0.222016384,0.001697846,9.13E-05,7.89E-05,2.540052027,2.695257881,1996.565649,0.005028462,0.053168203,2000.248365,2.508131526,0.125822322,1990,0.472062858,0.188837389,0.438666285,0.134619782,0.728582479,0.038300283,0.753130871,0.397763215,0.254545041,1.857874352,1.857874352,1.851612839,1.851612839,0.488544179,0.495612167,2.868514124,2.868514124,3,3,1.17071975,1.17071975,0.75,0.346369525,0.145548969,0.583935463,0.435717773,0.106265535,0.802329959,0.181512792,0.270458463,0.585883928,0.030860375,0.125197454,0.686002189,0.384832465,0.330013497,0.710916126,0.422695353,0.273282539,0.517645103,0.11259486,0.654452525,2000.20794,1,2004.336084,32820,-1,,1
154,1982,0.000552607,15.59867069,0.066282314,15.23970497,0.311156615,0.001711335,0.000165161,5.48E-05,2.653314721,2.695257881,1996.408297,0.128151589,0.038461415,1999.795554,3,0.118843403,1992.867472,0.904059846,0.231204193,0.463828812,0.137322403,0.8,0.070488442,0.584189832,0.476099163,0.172662658,1.934239303,1.934239303,2,2,0.5,0.471058491,2.938188756,2.938188756,2.88420306,2.88420306,1.305111042,1.305111042,0.75,0.313320454,0.186434152,0.5,0.486227306,0.235905836,0.784136267,0.092876544,0.215458335,0.580184066,0.040000915,0.110130307,0.691715044,0.392163685,0.317793639,0.659494658,0.5,0.182369327,0.506265518,0.19043941,0.55402926,2000.027709,1,2002.807712,63480,-1,,1
155,1982,0.000583509,15.16570592,0.04,15,0.287419433,0.001698378,0.00012411,6.29E-05,2.588112958,2.695257881,1997.511476,0.01054844,0.026275718,2003.713102,2.252225919,0.136544078,1996.039679,0.54799436,0.291116242,0.326324158,0.114740183,0.598855401,0.097570775,0.620040586,0.481790126,0.167223698,1.824255937,1.824255937,1.957902677,1.957902677,0.399807877,0.474283032,2.470288168,2.470288168,2.895800504,2.895800504,1.20609861,1.20609861,0.75,0.38541978,0.154981732,0.591226798,0.415592741,0.274258731,0.814055361,0.163893466,0.158410999,0.585572742,0.098558181,0.001378095,0.76649674,0.346845641,0.32286505,0.59532548,0.45359997,0.212646331,0.509147298,0.036544324,0.678414564,2002.639408,0.998531903,2003.769116,23156,-1,,1
156,1982,0.00084633,15,0.057279082,15.25623849,0.224707457,0.001484799,9.13E-05,6.06E-05,2.921536501,2.695257881,1997.718964,0.055441857,0.151645873,1998.305166,1.970348334,0.058198264,1995.37519,2.130511689,0.226579339,0.697448149,0,0.669084821,0.074697285,0.751334837,0.304224916,0.457395495,1.871025415,1.871025415,1.450801846,1.450801846,0.326467107,0.437780562,2.901370818,2.901370818,2.874592983,2.874592983,1.035170345,1.035170345,0.75,0.173800496,0.129008381,0.582649614,0.5,0.254310627,0.843423876,0.314629895,0.271597279,0.701164508,0.321996336,0.294097332,0.811270358,0.330495622,0.383246793,0.831731444,0.394145537,0.260085758,0.545729637,0.419748226,0.475830652,1999.360394,1,1999.591574,40109,-1,,1
157,1982,0.000798516,16.46205405,0.04,15.4967846,0.067298367,0.001123153,9.82E-05,5.48E-05,1.878026307,2.695257881,2001.460876,0.630776385,0.291054356,2000.769468,2.017852251,0.146789047,1994.896137,1.490742935,0.214056386,0.43696968,0.171262987,0.8,0.10654241,0.496687585,0.363526037,0.467104059,1.800970729,1.800970729,1.26015895,1.26015895,0.423397437,0.363373106,2.807096819,2.807096819,2.415888018,2.415888018,1.138830946,1.138830946,0.75,0.256940624,0.110120794,0.58201641,0.360366975,0.141723594,0.908283946,0.287804793,0.177512713,0.612429928,0.357369115,0.1681337,0.859613409,0.240759054,0.17267494,0.686405982,0.342087921,0.279637834,0.678616005,0.599310609,0.771945241,2009.677218,0.971379831,1997.023558,30665,-1,,1
158,1982,0.000715622,15.02434583,0.061582816,15.14265658,0.11794944,0.001509018,9.13E-05,5.48E-05,2.002151484,2.695257881,2000.995076,0,0.152856089,2003.136008,1.83148674,0.070861626,1995.647018,1.685186002,0.226139407,0.731216164,0.075883513,0.728934556,0.120565209,0.694206028,0.243498747,0.5,1.691186617,1.691186617,1.358869623,1.358869623,0.32233689,0.410482053,3,3,2.151250546,2.151250546,0.9,0.9,0.75,0.206883231,0.116904982,0.611259211,0.443508559,0.225710477,0.923701196,0.286967973,0.195776223,0.631532524,0.363923188,0.187771209,0.762030382,0.289688706,0.346859236,0.729296537,0.294752011,0.223681285,0.5,0.728698322,0.730198247,2005.084173,0.962342798,1996.350833,48144,-1,,1
159,1982,0.000556924,15.28653145,0.04,15.08343006,0.273016404,0.002361162,0.000148044,5.48E-05,3.048308015,2.695257881,1991.379121,0,0.056455045,2003.113845,2.320650372,0.338901454,1990.542409,0.239170592,0.294736353,0.448060824,0,0.587783626,0.073998565,0.664908043,0.513457784,0.051486284,1.619465299,1.619465299,1.873520306,1.873520306,0.465538028,0.497449459,2.133787769,2.133787769,2.787807327,2.787807327,0.932882253,0.932882253,0.75,0.489323865,0.298516893,0.503606451,0.5,0.277891759,0.72090896,0.091557741,0.060475754,0.521634557,0.150891398,0.155823587,0.683083174,0.327429005,0.250062704,0.529723391,0.48364859,0.278333933,0.510338089,0.257193731,0.517637032,2000.309301,0.958317945,2001.916361,7626,-1,,1
160,1982,0.000832599,16.32270707,0.04,16.14817671,0.051680222,0.001116569,0.000156217,5.48E-05,1.810115426,2.695257881,1999.807118,0.119398282,0.230511724,2004.96911,1.887616069,0.098637763,1994.947632,1.781066556,0.200578164,0.531653972,0.118003299,0.7036055,0.10947517,0.662656829,0.270129309,0.484137089,1.702648369,1.702648369,1.189131834,1.189131834,0.418245251,0.421829433,2.907485706,2.907485706,2.278238613,2.278238613,0.982129418,0.982129418,0.75,0.218700629,0.030232046,0.575015942,0.339132134,0.193279944,0.935499115,0.28894211,0.200941805,0.641033331,0.341337126,0.177856263,0.788323919,0.204256061,0.268503931,0.746606839,0.31475894,0.241909288,0.56129188,0.642366259,0.657489882,2008.343627,1,1998.902057,33177,-1,,1
161,1982,0.000699633,15.00113561,0.062282456,16.11564059,0.240685211,0.002251211,9.13E-05,7.11E-05,1.965386458,2.695257881,1996.183149,0.010932249,0.04218265,2004.777296,2.87128628,0.295494319,1994.808676,0,0.296293788,0.388592114,0.137835642,0.503410189,0.144092236,0.398656698,0.598944292,0.119161402,1.595379317,1.595379317,1.694430452,1.694430452,0.345061417,0.498178363,2.17390579,2.17390579,3,3,0.942733075,0.942733075,0.75,0.463263753,0.244881685,0.515143968,0.5,0.230548226,0.74762449,0.107858419,0.115793944,0.607396748,0.011780959,0.087079466,0.737340818,0.297758501,0.308230508,0.569281414,0.453728095,0.215299256,0.559585375,0.026149855,0.679013014,2000.585833,1,1997.422194,17094,-1,,1
162,1982,0.000486775,15.55398899,0.04,15.60116644,0.2430899,0.001968972,0.000505235,5.48E-05,2.329333866,2.695257881,1996.102491,0.04222997,0.140658318,2001.048498,2.074190296,0.101621474,1993.875457,2.135058618,0.228387983,0.576696223,0.011093116,0.720721832,0.125381658,0.659075014,0.307056639,0.33248865,1.930259011,1.930259011,1.48279413,1.48279413,0.408870567,0.454145663,2.767318922,2.767318922,2.977611412,2.977611412,1.074553658,1.074553658,0.75,0.23556579,0.200272627,0.62914945,0.39225223,0.235057271,0.721680394,0.224937343,0.211345522,0.680531655,0.309620777,0.193153778,0.813119111,0.36557488,0.366064027,0.780586816,0.31975069,0.284734469,0.535185302,0.308883722,0.565025329,1999.4533,1,2001.756933,59797,-1,,1
163,1982,0.000661237,15.74090576,0.058867488,15.52404664,0.237125307,0.001800036,0.000191581,7.56E-05,3.130021997,2.695257881,1991.757232,0.105497178,0.024999403,2004.207476,2.865486737,0.207592098,1993.67098,0.641285376,0.24867882,0.386783766,0.043931739,0.658093507,0.083951336,0.622575103,0.473335764,0.066330749,1.74808327,1.74808327,1.886020802,1.886020802,0.454538224,0.422588247,1.915184746,1.915184746,2.612922991,2.612922991,1.097703565,1.097703565,0.75,0.458353736,0.254646803,0.5,0.404914725,0.27948786,0.747363453,0.135755906,0.113467234,0.571336137,0.206107776,0.055449388,0.686887971,0.241511125,0.26874986,0.5,0.430001511,0.297350924,0.548334613,0.189281535,0.542748194,1995,0.93791545,1996.713627,27943,-1,,1
164,1982,0.000737409,16.328678,0.04,16.5228208,0.04,0.001147481,9.13E-05,7.11E-05,2.041360428,2.695257881,2001.303853,0.553940896,0.238346013,2001.694075,1.608167197,0.140631521,1994.647264,1.850352657,0.217808608,0.548976641,0.307017127,0.791086263,0.088497944,0.537348376,0.283418493,0.456672289,1.820951144,1.820951144,1.281720682,1.281720682,0.41881415,0.374983083,2.694816115,2.694816115,2.232611033,2.232611033,1.113456234,1.113456234,0.75,0.267781253,0.125251015,0.550982084,0.359617539,0.188837887,0.927629404,0.256757587,0.174185205,0.633337767,0.360240682,0.230700587,0.838934775,0.219153832,0.218037268,0.698910784,0.302367062,0.237722796,0.673656191,0.577159397,0.812050483,2008.172747,1,1996.53705,44764,-1,,1
165,1982,0.000675457,15,0.047397386,15.22650504,0.241800068,0.001506285,0.000127846,5.68E-05,3.037043436,2.695257881,1996.270533,0,0.179798922,1999.730227,2.136349834,0.029280271,1994.625013,1.915819484,0.230973967,0.622278792,0.025957538,0.607673849,0.080304339,0.761619821,0.261184992,0.446096856,1.880298848,1.880298848,1.542941808,1.542941808,0.344605824,0.403741952,2.793438102,2.793438102,2.711138506,2.711138506,1.011400521,1.011400521,0.75,0.121271354,0.126463597,0.562645579,0.456046404,0.250589278,0.823118589,0.385867612,0.258570457,0.71619267,0.309557893,0.278471199,0.779402029,0.36159201,0.392865066,0.842643361,0.362774455,0.30835143,0.536596861,0.499285423,0.520708144,1999.261154,0.944234007,1997.354279,16405,-1,,1
166,1982,0.000760589,16.3576791,0.04,15.83502611,0.076853111,0.001326101,9.13E-05,6.01E-05,2.258704209,2.695257881,1999.962019,0.483878318,0.220496666,2002.571511,1.560966719,0.103779528,1993.838431,1.480368867,0.179159993,0.538154384,0.170408493,0.794455027,0.107198525,0.617245337,0.356902923,0.427198291,1.668001632,1.668001632,1.304121989,1.304121989,0.37460578,0.416237637,2.893087998,2.893087998,2.584243273,2.584243273,1.130331631,1.130331631,0.75,0.242883902,0.034072004,0.5,0.391245828,0.096931145,0.901392115,0.28707765,0.164942519,0.594261437,0.352421914,0.209883492,0.8420676,0.246157378,0.213817991,0.68563554,0.351186134,0.255966624,0.629718506,0.577625233,0.72137962,2008.473714,0.962277509,1997.10175,54316,-1,,1
167,1982,0.000598551,15.44123363,0.095883043,15.24661826,0.242148455,0.001896832,0.00026081,5.97E-05,2.535706701,2.695257881,1991.117149,0.186174441,0.032724527,2005,2.881227218,0.219358725,1994.640806,0.367982915,0.23814685,0.324895526,0,0.672152451,0.086690585,0.484727832,0.502837901,0.040930836,1.783800551,1.783800551,1.798190204,1.798190204,0.41962749,0.450577894,2.082116979,2.082116979,2.669756479,2.669756479,1.02354947,1.02354947,0.75,0.402384238,0.225935414,0.502256611,0.404762397,0.269434856,0.711296831,0.097655514,0.083603019,0.617477567,0.175260726,0.120476508,0.772838268,0.312749168,0.263528673,0.581391059,0.43503774,0.291749903,0.64684403,0.29415708,0.337005052,1996.262559,0.95541967,1998.868377,56475,-1,,1
168,1982,0.000777711,17.32952166,0.094097516,16.02155293,0.04,0.00166835,9.13E-05,5.92E-05,1.163483308,2.695257881,1999.176694,2.131571009,0.267895736,1998.251591,0.979507107,0.201915415,1995.700879,1.772062591,0.16718523,0.557956497,0.34084624,0.632458618,0.021392301,0.615134064,0.277963917,0.354606737,1.712537632,1.712537632,1.264480526,1.264480526,0.450448615,0.365522679,2.892687936,2.892687936,2.454355139,2.454355139,1.275277188,1.275277188,0.75,0.289746385,0.138857859,0.632331402,0.338531844,0.163799516,0.95,0.314509659,0.22100314,0.801319868,0.328952517,0.177332167,0.850449867,0.311374174,0.229837524,0.853796607,0.291303142,0.223739355,0.650496472,0.701197761,0.780178204,2001.917634,0.992249063,1998.470771,47996,-1,,1
169,1982,0.000517002,15.34268278,0.060802765,15.75763993,0.284269902,0.001876063,0.000234118,5.99E-05,2.631963288,2.695257881,1996.914745,0,0.043100371,2003.597098,2.245977811,0.192292301,1995.76583,0.047872707,0.3,0.301871848,0.167382158,0.464571211,0.106244283,0.522773894,0.476220023,0.163676712,1.771740796,1.771740796,1.943530884,1.943530884,0.356127218,0.43387607,2.394646705,2.394646705,2.846581362,2.846581362,1.117749456,1.117749456,0.75,0.399707072,0.171150049,0.537453476,0.479785705,0.235834175,0.845629702,0.203814359,0.2025954,0.667109172,0.126198986,0.05577315,0.766130031,0.342416623,0.314238146,0.613059576,0.429611165,0.218750451,0.547162674,0,0.743763091,2003.234759,1,2001.575011,53576,-1,,1
170,1982,0.000630225,15.08423424,0.064607303,15.27958006,0.318037942,0.002209027,9.13E-05,5.54E-05,1.897565133,2.695257881,1995.499889,0.086560521,0.012022131,2004.738123,2.349550425,0.229693603,1993.547798,0.171575798,0.3,0.325987143,0.142081097,0.456237993,0.118516648,0.463649382,0.563789251,0.097417755,1.6026121,1.6026121,1.786308188,1.786308188,0.339228831,0.43888528,2.262700382,2.262700382,2.668867643,2.668867643,1.103869209,1.103869209,0.75,0.446307706,0.2551645,0.528326943,0.5,0.20597356,0.745268497,0.159823908,0.168856049,0.634791725,0.102592574,0.039296246,0.739406032,0.319701146,0.388898852,0.626197102,0.430492702,0.138055927,0.525827736,0.182463117,0.671115123,2000.267179,0.973944194,1998.301039,45937,-1,,1
171,1982,0.000533008,15.24951619,0.069963371,15.39650294,0.311058487,0.002246939,9.13E-05,6.60E-05,2.846911157,2.695257881,1993.228598,0.181344584,0.022202344,2004.295075,2.836349291,0.277724604,1992.820916,0,0.29207685,0.357243734,0.097353487,0.42623587,0.084098953,0.493830427,0.583241687,0.098248387,1.478383942,1.478383942,1.792230834,1.792230834,0.354708872,0.483584309,2.04261171,2.04261171,2.735158637,2.735158637,0.954331972,0.954331972,0.75,0.410271191,0.230855679,0.5,0.383696073,0.247539372,0.765224429,0.171764455,0.075242821,0.573006289,0.068590613,0.110407231,0.702295429,0.206067969,0.332247945,0.518229864,0.497250849,0.217482022,0.505393221,0.125383652,0.598443236,2000.694677,0.981407471,1999.133707,39762,-1,,1
172,1982,0.000914094,16.83969272,0.056478057,15.4997683,0.054414778,0.00120363,9.13E-05,5.80E-05,1.743474907,2.695257881,1999.758271,0.619193839,0.241474681,2001.574355,1.871218357,0.125889494,1995.478065,1.789902354,0.199394842,0.453137873,0.214279889,0.8,0.133136874,0.599010701,0.309661172,0.437099847,1.82903364,1.82903364,1.1866983,1.1866983,0.426276426,0.394975038,2.984034021,2.984034021,2.34852369,2.34852369,1.158424287,1.158424287,0.75,0.24625911,0.113478251,0.523373945,0.389460289,0.169399241,0.935143432,0.281884806,0.181177709,0.610785624,0.321545776,0.184177312,0.829975254,0.212904905,0.193670797,0.715882519,0.328017418,0.284427302,0.694963589,0.68072194,0.683582903,2008.462045,1,1996.676137,11288,-1,,1
173,1982,0.000727882,15,0.062793943,15.31884666,0.20672603,0.001328083,0.000200674,5.74E-05,3.035952884,2.695257881,1997.406337,0.138548915,0.176372949,1999.569873,2.663081371,0,1997.495816,1.941457381,0.252852216,0.516798187,0.07825044,0.65191833,0.091316741,0.730060799,0.265992857,0.462659575,1.939802635,1.939802635,1.445750395,1.445750395,0.320342199,0.4586034,2.973956398,2.973956398,2.623924076,2.623924076,1.101523348,1.101523348,0.75,0.162174211,0.092926413,0.628762868,0.471736856,0.214536269,0.874189659,0.31987514,0.230613468,0.755745997,0.306286047,0.2891847,0.852780726,0.403725195,0.36475704,0.832054201,0.431251017,0.246376877,0.51611286,0.509847942,0.543069921,1999.733296,1,1997.698186,2818,-1,,1
174,1982,0.0008305,15.25703929,0.04,15.24840725,0.121283665,0.001131997,0.000162092,5.48E-05,2.140704408,2.695257881,2000.106401,0.182709276,0.218435823,2004.841116,2.084451814,0.084294725,1996.402234,1.847037295,0.270159324,0.581436953,0.121395561,0.706271298,0.096216298,0.790390345,0.262787277,0.492774897,1.869443357,1.869443357,1.430952215,1.430952215,0.366782074,0.430829002,2.907022913,2.907022913,2.233970066,2.233970066,0.933957025,0.933957025,0.75,0.239208579,0.107883712,0.530099383,0.430166411,0.167233969,0.948265835,0.265683426,0.1971391,0.633186154,0.388663784,0.212869673,0.849881552,0.301495091,0.287905067,0.735890557,0.295144689,0.199819262,0.5,0.521557894,0.797722929,2004.368356,0.948507486,1995,48519,-1,,1
175,1982,0.000511125,15.38127258,0.060304594,15.80049732,0.304746163,0.001990476,0.000200292,6.09E-05,2.003425969,2.695257881,1995.703833,0.155818821,0.039001896,2002.479855,2.336790359,0.212466726,1994.831896,0.164383909,0.3,0.369171847,0.155107443,0.513628764,0.121947448,0.520004369,0.546635295,0.093148666,1.729174374,1.729174374,1.648946713,1.648946713,0.289534197,0.465615866,2.471406943,2.471406943,2.733472921,2.733472921,1.024826467,1.024826467,0.75,0.432176244,0.173309356,0.527163468,0.497584195,0.252620135,0.716500567,0.175408005,0.224452921,0.582176923,0.077632348,0.060075627,0.732428107,0.333773801,0.359437876,0.650443336,0.415045439,0.173560881,0.5,0.026513842,0.796241622,2002.319376,0.968220667,1996.908895,48009,-1,,1
176,1982,0.000850511,15,0.047157696,15,0.224711494,0.001231868,0.000207992,5.75E-05,2.754142609,2.695257881,1997.353181,0,0.201131621,1999.366725,2.443532208,0.00841906,1994.498138,1.921586186,0.23348533,0.700584157,0.024653322,0.611191955,0.086039115,0.8,0.307346551,0.479235684,1.958779941,1.958779941,1.486919979,1.486919979,0.280035871,0.404966497,2.806560146,2.806560146,2.89615312,2.89615312,0.9,0.9,0.75,0.151664951,0.077465616,0.60193033,0.490491556,0.247179448,0.889702811,0.371934591,0.277277469,0.725910414,0.260176181,0.262766011,0.796179476,0.345532039,0.4,0.80939819,0.406583686,0.237574654,0.52636186,0.487754675,0.565930417,1999.223235,0.995157147,1998.555085,19502,-1,,1
177,1982,0.000504257,15.44736025,0.047893559,15.29649478,0.261845099,0.002430215,0.000312487,7.16E-05,2.894203251,2.695257881,1990.82068,0,0.071919076,2003.286421,2.162193706,0.303277221,1991.751029,0.008072637,0.297267226,0.469477754,0.052755765,0.694644838,0.09510065,0.617869843,0.520761259,0.088240531,1.591913311,1.591913311,1.918046941,1.918046941,0.432123543,0.496737002,2.081989283,2.081989283,2.718353873,2.718353873,0.970397152,0.970397152,0.75,0.396235332,0.313275045,0.525531428,0.5,0.288027415,0.697315213,0.099835988,0.063191197,0.527793694,0.13958808,0.115736905,0.656655062,0.260909092,0.283186738,0.532378982,0.498058755,0.224402555,0.541581517,0.144703894,0.491185469,1998.983442,1,2000.477266,58296,-1,,1
178,1982,0.000695996,15.2269061,0.095107395,15.44651062,0.051602613,0.001305159,9.13E-05,5.48E-05,2.075730692,2.695257881,2000.264528,0.135188751,0.169035475,2004.522483,2.125114198,0.111342672,1996.046355,1.180826516,0.204008398,0.566503125,0.128071462,0.739287384,0.111332598,0.672052815,0.207747056,0.5,1.701619495,1.701619495,1.344017667,1.344017667,0.38859029,0.448161727,2.94816364,2.94816364,2.330092818,2.330092818,0.993685368,0.993685368,0.75,0.179238218,0.074419517,0.576804638,0.417931691,0.180755729,0.906840948,0.255288876,0.23388058,0.643075321,0.326028942,0.23270559,0.74728203,0.282067662,0.297602048,0.766038756,0.28172331,0.268366188,0.539011563,0.610202015,0.633534573,2006.704366,1,1997.4755,60462,-1,,1
179,1982,0.000889217,15.09233971,0.04,15.33219378,0.115474812,0.001193692,9.13E-05,6.95E-05,2.098408775,2.695257881,2000.212827,0.367859948,0.247144005,2005,2.164126342,0.049477858,1995.019452,2.049926169,0.291953961,0.57542575,0.108294152,0.8,0.099419209,0.777645277,0.229574778,0.484331855,1.987845268,1.987845268,1.390512167,1.390512167,0.406092505,0.48626959,2.967725761,2.967725761,2.270273043,2.270273043,0.9,0.9,0.75,0.256941759,0.077613864,0.576243453,0.491099147,0.141359006,0.898657774,0.300989838,0.220571423,0.622170425,0.401652815,0.192979194,0.859404255,0.380284635,0.326634673,0.73010923,0.261104442,0.279006109,0.509472098,0.557210684,0.635729021,2003.299256,0.988563092,1995.025896,42992,-1,,1
180,1982,0.000938552,16.15553991,0.04,15.83239688,0.047114413,0.00125577,9.13E-05,7.31E-05,2.106438272,2.695257881,1999.441018,0.438992827,0.156232831,2005,1.836003405,0.126882462,1995.051269,1.417998367,0.187130629,0.417494228,0.086169731,0.760269429,0.113531695,0.716738269,0.257424828,0.485628231,1.650072577,1.650072577,1.2204333,1.2204333,0.379812898,0.392825621,2.990228936,2.990228936,2.433925976,2.433925976,1.0293054,1.0293054,0.75,0.177738322,0.070691182,0.558889849,0.349828947,0.155833796,0.95,0.307134236,0.204779411,0.62119166,0.354503746,0.185912211,0.746090078,0.190276256,0.239738292,0.740229175,0.321155714,0.238051708,0.567291013,0.66619899,0.777347876,2006.06797,1,1998.865251,11462,-1,,1
181,1982,0.000667557,15.88009979,0.042868691,15.5923796,0.041523448,0.001196246,0.000257345,5.88E-05,2.116665356,2.695257881,2001.116678,0.352156445,0.168071786,2003.324152,1.920007919,0.136285572,1995.409437,1.567524377,0.176412294,0.522148904,0.111808309,0.737126703,0.139753559,0.67950118,0.266512716,0.5,1.594678183,1.594678183,1.302410998,1.302410998,0.405478706,0.397947698,3,3,2.403005492,2.403005492,1.043413316,1.043413316,0.75,0.178997773,0.033095681,0.514675034,0.286881012,0.147974222,0.95,0.277099962,0.197458239,0.58063736,0.411577269,0.173253247,0.756836006,0.194458739,0.275899415,0.728805548,0.345894611,0.241186684,0.595534824,0.646748598,0.773382981,2008.61435,1,1999.741352,62023,-1,,1
182,1982,0.000586025,15.31064448,0.051502533,15.34627502,0.304183557,0.002339909,9.13E-05,7.61E-05,2.539601012,2.695257881,1994.248692,0.072862721,0.034208458,2003.526862,2.665133933,0.2848512,1994.441682,0.016309481,0.278430662,0.425536358,0.084983908,0.540164463,0.078955185,0.431566728,0.6,0.077606501,1.441312821,1.441312821,1.80673134,1.80673134,0.29278822,0.5,1.888714615,1.888714615,2.954594967,2.954594967,0.9,0.9,0.75,0.463084959,0.251413644,0.510338782,0.358395143,0.243322033,0.738722458,0.199292027,0.067755039,0.545536859,0.037494049,0.086503544,0.746126931,0.221768339,0.352629563,0.52085871,0.5,0.211087473,0.501497374,0.080527278,0.595640375,1999.917768,1,1998.643416,7401,-1,,1
183,1982,0.000591924,15.84669311,0.04,15.47779155,0.220862051,0.00226524,0.000117423,5.73E-05,2.905211917,2.695257881,1994.30926,0.075077265,0.091296187,2001.240273,2.628394749,0.070536273,1991.888326,1.364083128,0.189244464,0.46181718,0.128754664,0.8,0.078848749,0.63097489,0.394647587,0.300634454,2,2,1.673720661,1.673720661,0.438473972,0.483883507,3,3,2.911691502,2.911691502,1.240110358,1.240110358,0.75,0.339433254,0.070976222,0.534649636,0.477203933,0.131266826,0.734434375,0.142903309,0.204483473,0.686267892,0.192132576,0.141329738,0.797834768,0.409997181,0.323056332,0.82990502,0.36200638,0.225256192,0.606128438,0.239266753,0.620855717,1999.642525,0.96215411,2002.396262,36462,-1,,1
