parameterization_id,iteration_number,sim_id,likelihood,ARTLinkMax,ARTLinkMid,BaseInfectivity,HomaBayInformalCondomsMax,HomaBayPropLowRisk,HomaBayTransitoryCondomsMax,InfmormalFormationRate,InformalCondomMid,InformalCondomRate,InformalCondomsMax,InformalDurationHeterogeneity,KisiiInformalCondomsMax,KisiiPropLowRisk,KisiiTransitoryCondomsMax,KisumuInformalCondomsMax,KisumuPropLowRisk,KisumuTransitoryCondomsMax,MaleToFemaleOld,MaleToFemaleYoung,MaximumInformalFemaleLow,MaximumInformalFemaleMedium,MaximumInformalMaleLow,MaximumInformalMaleMedium,MaximumMaritalFemaleMedium,MaximumMaritalMaleMedium,MaximumTransitoryFemaleLow,MaximumTransitoryFemaleMedium,MaximumTransitoryMaleLow,MaximumTransitoryMaleMedium,MigoriInformalCondomsMax,MigoriPropLowRisk,MigoriTransitoryCondomsMax,MaritalCondomMax,MaritalCondomMid,MaritalCondomRate,MaritalFormationRate,NyamiraInformalCondomsMax,NyamiraPropLowRisk,NyamiraTransitoryCondomsMax,ProbExtraInformalFemaleLow,ProbExtraInformalFemaleMedium,ProbExtraInformalMaleLow,ProbExtraInformalMaleMedium,ProbExtraTransitoryFemaleLow,ProbExtraTransitoryFemaleMedium,ProbExtraTransitoryMaleLow,ProbExtraTransitoryMaleMedium,PreARTLinkMaximum,PreARTLinkMid,PreARTLinkMinimum,RiskAssortivity,SeedYearHigh,SexualDebutAgeFemaleWeibullHeterogeneity,SexualDebutAgeFemaleWeibullScale,SexualDebutAgeMaleWeibullHeterogeneity,SexualDebutAgeMaleWeibullScale,SiayaInformalCondomsMax,SiayaPropLowRisk,SiayaTransitoryCondomsMax,TransitoryCondomMax,TransitoryCondomMid,TransitoryCondomRate,TransitoryFormationRate,run_number
85,-1,13df86a6-36dc-e811-a2bd-c4346bcb1555,4.17E+42,1,2002.986801,0.0014793,0.225556995,0.599155259,0.228380502,0.000133192,1999.139388,1.666612419,0.231577624,0.75,0.216596964,0.946377122,0.363842356,0.19655328,0.768217692,0.343757163,1.644119551,1.35011512,1.18450067,2.462453242,1.075774835,2.761139771,1.169671803,1.312636135,1.573320312,2.931765734,1.762019056,3,0.211681177,0.767229174,0.25710127,0.187863522,1995.933647,2.205925029,6.15E-05,0.116844532,0.927441622,0.290946338,0.367857831,0.393533837,0.258094049,0.41927916,0.027309869,0.473237702,0.303245536,0.610180033,0.747713749,2002.659425,0.387488788,0.607250276,1982,0.093670427,16.14785539,0.043546355,16.20307794,0.150117495,0.734617475,0.302468585,0.269354931,1997.670773,1.753187798,0.001452641,26443
88,-1,c593b456-f4dc-e811-a2bd-c4346bcb1555,4.17E+42,0.989485522,2003.132067,0.001696055,0.226263252,0.568052305,0.239704554,9.13E-05,1997.923717,1.744987019,0.221996889,0.75,0.235692636,0.942856921,0.356269526,0.188069356,0.76769644,0.328790663,1.460937908,1.229018036,1.222638712,2.563803344,1.116619748,2.693765727,1.132886075,1.339340104,1.645692096,3,1.67582748,2.94300771,0.207153459,0.780635694,0.245364923,0.180299732,1995.57347,2.061599802,5.62E-05,0.103842548,0.92249022,0.295267235,0.327650881,0.39291357,0.253933732,0.410294474,0.033337112,0.466945599,0.322218114,0.616405069,0.719491722,2003.111126,0.423947784,0.681251387,1982,0.08605961,15.97316092,0.04,16.01685277,0.147843416,0.714939136,0.3426188,0.260864691,1997.525666,1.877746096,0.001385928,38427
91,-1,af5f8931-f3dc-e811-a2bd-c4346bcb1555,4.16E+42,1,2003.016889,0.001756954,0.221660656,0.567279235,0.231097422,9.13E-05,1998.644118,1.799147944,0.230488367,0.75,0.214078717,0.938099973,0.365640964,0.192989725,0.762654665,0.353249698,1.453820362,1.059258519,1.242880709,2.492049228,1.134823453,2.856946807,1.110947813,1.368754031,1.665173981,2.948393194,1.730086437,2.959419136,0.209712072,0.785261565,0.248165247,0.190972478,1995.268105,2.204065701,6.09E-05,0.09713339,0.925853531,0.323090749,0.361188226,0.408780241,0.25227301,0.414912619,0.034031918,0.445772836,0.322756202,0.639859877,0.737088271,2003.07703,0.428098112,0.694757815,1982,0.084297075,16.11044927,0.04,15.99596794,0.142999589,0.733587172,0.321260854,0.254614412,1997.846243,1.893191353,0.001430045,10766
94,-1,67c95e62-34dc-e811-a2bd-c4346bcb1555,4.16E+42,1,2003.059022,0.001568802,0.238993264,0.588010368,0.232363131,0.00018729,1998.835163,1.665077132,0.230655738,0.75,0.209437764,0.95,0.364912437,0.194350396,0.762755514,0.359798219,1.544907183,1.364166286,1.184036874,2.585589519,1.117255451,2.678230487,1.086124189,1.367448454,1.661513806,2.963743995,1.738339758,3,0.202125649,0.779596208,0.257419309,0.186315698,1996.058381,2.17259812,6.36E-05,0.135138146,0.93377869,0.296511842,0.366881129,0.387745865,0.22367697,0.419843442,0.037634805,0.459253707,0.328002194,0.624841003,0.801411659,2002.315856,0.424788962,0.628796848,1982,0.092348292,16.18528662,0.045901012,15.90501701,0.154502854,0.733820297,0.291725713,0.290499209,1997.490142,1.789271081,0.001318579,56171
97,-1,ef400e39-37dc-e811-a2bd-c4346bcb1555,4.16E+42,1,2003.189891,0.001557432,0.212451703,0.602021914,0.220943718,0.000134622,1998.583879,1.873676846,0.227034611,0.75,0.222592091,0.944208989,0.358395988,0.156205513,0.777808333,0.349552853,1.567131809,1.197917933,1.283954411,2.529861594,1.100040191,2.716518855,1.12008272,1.337217319,1.623248711,3,1.719018908,2.918183871,0.207842037,0.791765947,0.232391756,0.195248956,1996.251013,2.151949532,5.72E-05,0.098026882,0.916567997,0.306836364,0.356271056,0.399169421,0.235011995,0.398968631,0.043233552,0.452946977,0.329632023,0.681910797,0.745624605,2003.288725,0.397161951,0.667583603,1982,0.073438026,16.01100936,0.048352929,16.09142014,0.131919396,0.717685635,0.294863816,0.291125285,1997.908189,1.780680564,0.001444566,51298
100,-1,8ee33975-dcd8-e811-a2bd-c4346bcb1555,2.81E+42,1,2003.063238,0.001665151,0.232195146,0.554481241,0.214459453,9.13E-05,1999.17966,1.938465332,0.228281058,0.75,0.212573392,0.947766452,0.365765466,0.177070246,0.761720602,0.35866479,1.562235085,1.293034598,1.245549407,2.528002547,1.060419227,2.843972664,1.125262313,1.35670339,1.641501425,2.968322484,1.720584073,2.950775918,0.202792794,0.776047185,0.247664755,0.185153744,1995.882165,2.075908171,6.26E-05,0.113492218,0.928209932,0.290635693,0.345351931,0.406143636,0.26015092,0.415271763,0.030817214,0.425221008,0.326813673,0.612844782,0.717168662,2003.160264,0.424107267,0.650582215,1982,0.091427159,16.05804584,0.04016462,15.80718465,0.138792364,0.729832944,0.313651543,0.267743034,1998.26112,1.898958178,0.001335944,16052
101,-1,28190b43-f1dc-e811-a2bd-c4346bcb1555,3.38E+42,1,2001.551661,0.001385256,0.207516257,0.607315485,0.29595627,0.000176295,1999.312407,1.451137694,0.23872733,0.75,0.193327226,0.95,0.30326879,0.20150985,0.74836507,0.306685973,1.984043676,1.269902575,1.1785296,2.449394948,1.227331225,2.722378524,1.147083163,1.349196037,1.599211935,2.888928457,1.767019644,2.918894869,0.168258272,0.839476783,0.301376825,0.14895657,1994.934299,2.000304429,5.74E-05,0.182495393,0.909073262,0.30742451,0.371449354,0.393833592,0.227835534,0.449609774,0.025236116,0.440416529,0.333336187,0.633526063,0.785865899,2002.006865,0.487080841,0.682654064,1982,0.101319713,16.63571925,0.047236608,16.01453042,0.181189858,0.680803625,0.312737697,0.269876588,1997.425443,2.064032668,0.001514903,49142
102,-1,14a01e17-ffd9-e811-a2bd-c4346bcb1555,3.53E+42,1,2003.291592,0.001516148,0.212348137,0.573205329,0.240151767,9.13E-05,1997.635791,1.726582599,0.23717444,0.75,0.207456005,0.95,0.355863414,0.17667078,0.773765561,0.358310633,1.573476004,1.319332033,1.182707899,2.517469548,1.142970331,2.74503967,1.114571689,1.354347901,1.627206925,3,1.737735662,3,0.202326266,0.775868022,0.27163394,0.192059463,1995.408943,2.124226278,5.96E-05,0.112620627,0.95,0.319270836,0.365034012,0.367397661,0.250143287,0.42449485,0.0372196,0.482791149,0.324456833,0.665566493,0.683667308,2002.517993,0.458907904,0.661144177,1982,0.106182605,16.0751783,0.055611747,15.80742372,0.154967008,0.728443893,0.34064527,0.284197863,1998.277718,1.904870726,0.001382595,17165
103,-1,184012cf-dad8-e811-a2bd-c4346bcb1555,2.92E+42,0.986137336,2002.431504,0.001429745,0.202875472,0.596224244,0.294178636,9.13E-05,1998.88237,1.708046391,0.202581224,0.75,0.206265467,0.948646506,0.294678385,0.173255554,0.757360943,0.328851063,2.018031776,1.414629246,1.100352484,2.511130045,1.157848268,2.7308146,1.111013766,1.358110994,1.557214675,2.949221577,1.76304723,2.882314106,0.202778586,0.814723012,0.282264581,0.170359725,1995.822611,1.974288067,5.92E-05,0.171662521,0.920546455,0.293917939,0.358392819,0.389255413,0.250560572,0.454988566,0.023430277,0.443823085,0.344375408,0.642887573,0.795754823,2003.01514,0.444634856,0.689262558,1982,0.096011881,16.37955637,0.04933626,15.53572233,0.172452597,0.680055051,0.325841716,0.278703903,1997.465396,1.847293914,0.001465069,20629
104,-1,c4b70803-fdd9-e811-a2bd-c4346bcb1555,1.43E+42,1,2002.014543,0.001282569,0.195385429,0.606602115,0.301964545,0.000234028,1998.858618,1.550770657,0.225153993,0.75,0.19215328,0.927927414,0.296066221,0.18390481,0.765183593,0.276013217,1.852658899,1.25902699,1.120419739,2.494209806,1.186093134,2.792683989,1.091444477,1.309929046,1.571512434,2.869739229,1.728588581,2.927057521,0.181346936,0.821188089,0.302671394,0.156149143,1994.930092,2.003126843,6.06E-05,0.168266344,0.930848936,0.307659071,0.383927708,0.402385419,0.229219597,0.438572794,0.017903333,0.439566024,0.317963404,0.62862622,0.88194993,2002.564842,0.489829721,0.663876539,1982,0.104232709,16.4833007,0.04,15.73107515,0.171613253,0.682167679,0.338191121,0.259885801,1997.48839,1.960499036,0.001450596,52624
105,-1,18f23225-72d6-e811-a2bd-c4346bcb1555,2.93E+42,0.982707831,2001.55329,0.001525772,0.193830981,0.605667685,0.280768439,0.00018524,1999.385829,1.657948169,0.224551354,0.75,0.182532163,0.95,0.290171356,0.195783554,0.740153862,0.32849216,2.032577196,1.476413563,1.113455188,2.553190892,1.14898231,2.800620535,1.138936377,1.35326182,1.567717522,2.885230842,1.718339431,2.876292873,0.178178016,0.833188685,0.287698292,0.194605158,1995.860588,2.015944174,6.08E-05,0.156019759,0.92874296,0.287661312,0.373618683,0.378935461,0.254584467,0.472628785,0.017471778,0.480290212,0.345567582,0.672192106,0.816020092,2002.871773,0.431171753,0.697771833,1982,0.1016551,16.82933077,0.061768946,15.91997087,0.171793071,0.700600568,0.32446843,0.284060445,1998.301561,1.883984206,0.001434116,52495
106,-1,c9def1f5-35d4-e811-a2bd-c4346bcb1555,2.58E+42,0.946347413,2003.000109,0.001325676,0.188835943,0.602807055,0.256001196,9.13E-05,1999.700214,1.556264391,0.222506566,0.75,0.203136379,0.9476891,0.293036449,0.192752848,0.753096502,0.303439368,2.19473089,1.434738801,1.201609553,2.618321638,1.203435561,2.823159108,1.089304429,1.351313133,1.589523451,2.874163162,1.726921276,3,0.18152067,0.822254238,0.289566566,0.153141091,1996.04169,1.910397416,5.65E-05,0.175912687,0.90606867,0.312743724,0.382349577,0.366920307,0.259712069,0.438434758,0.02107395,0.437502308,0.341263723,0.624647559,0.866274933,2003.213322,0.478786227,0.590042251,1982,0.083578619,16.73547595,0.047638554,15.94015397,0.178669293,0.706202051,0.274891142,0.256395713,1998.434372,2.124594718,0.001752498,45841
107,-1,2f4430ed-68d6-e811-a2bd-c4346bcb1555,3.01E+42,1,2002.81365,0.001277045,0.202520388,0.633164031,0.282119825,9.13E-05,1999.034285,1.535599853,0.220453407,0.75,0.152844113,0.94753978,0.311858435,0.182544419,0.759939967,0.299112381,2.477437896,1.426200305,1.139314042,2.481863037,1.181429456,2.739557873,1.150630428,1.25448588,1.586376813,2.940937726,1.677078229,3,0.163440132,0.840537049,0.303352932,0.163031256,1996.052903,1.757890223,5.80E-05,0.173777935,0.921661191,0.299858399,0.380996846,0.362322632,0.258398164,0.454531571,0.014164066,0.459026324,0.335522644,0.629154646,0.781972019,2003.793137,0.583360611,0.55760407,1982,0.070444922,16.79870574,0.047069727,15.98555849,0.178696447,0.712771686,0.283105805,0.272290076,1998.00894,2.054121306,0.00159639,16206
108,-1,827bcc15-55d5-e811-a2bd-c4346bcb1555,2.94E+42,0.968624206,2002.480198,0.001411901,0.192262099,0.60245321,0.265418887,9.13E-05,1998.888314,1.635288106,0.221428871,0.75,0.204573975,0.95,0.327108962,0.201914083,0.749375293,0.302679004,2.242125726,1.551228748,1.151571201,2.489176392,1.161872798,2.777213683,1.072519524,1.333024916,1.578880271,2.895135112,1.758186687,2.983217689,0.18899799,0.798656374,0.265424868,0.147451692,1995.445222,1.960269195,6.23E-05,0.162432891,0.903836575,0.310111943,0.369103958,0.37781111,0.245429033,0.410994196,0.021470685,0.494037489,0.334480816,0.62810349,0.841319372,2002.240048,0.504940321,0.601655576,1982,0.091269745,16.67508074,0.045001947,15.83539165,0.210056615,0.702639809,0.297254644,0.281593861,1998.088611,2.099592311,0.001565396,62006
109,-1,afddbf1f-f9dc-e811-a2bd-c4346bcb1555,4.36E+42,0.995685142,2002.969536,0.00134577,0.197468377,0.614661209,0.28303249,9.57E-05,1999.06553,1.563653795,0.223427988,0.75,0.175076866,0.943721934,0.307934328,0.186123979,0.760467761,0.302233207,2.358771369,1.438975311,1.161781132,2.564695373,1.184322396,2.760987451,1.188561,1.321481155,1.538534648,2.873780723,1.668362679,3,0.186188525,0.856190869,0.292020464,0.144461226,1996.320927,1.831038126,5.48E-05,0.189538738,0.93510169,0.298345821,0.383768964,0.358179571,0.24040491,0.480738744,0.024445969,0.453415884,0.32361408,0.589314011,0.819300632,2002.392321,0.572395817,0.590305814,1982,0.08504797,16.68976399,0.054571973,15.94919377,0.199337102,0.701726019,0.307994818,0.294444857,1999.206708,2.144948277,0.001653879,57542
111,-1,39894c59-6ddb-e811-a2bd-c4346bcb1555,3.12E+42,0.980767295,2003.981845,0.001400339,0.193514411,0.626559787,0.308948659,9.13E-05,1999.370421,1.40918208,0.202583402,0.75,0.212978285,0.95,0.293796531,0.188937509,0.756354713,0.32429162,2.223676602,1.538048197,1.147728958,2.582924515,1.162095285,2.696190042,1.196493507,1.322983572,1.595945762,2.955681032,1.698831591,2.918947375,0.190308124,0.857481429,0.336854964,0.147618559,1995.251823,1.798548922,5.63E-05,0.202349449,0.917370273,0.300124411,0.401394076,0.396050066,0.220891223,0.447513701,0.041257906,0.480645181,0.335341601,0.559827678,0.775140251,2002.634115,0.610403602,0.597882528,1982,0.057597729,16.72727695,0.052712129,15.85958225,0.179539961,0.677333705,0.251854764,0.276292085,1999.092096,2.104355868,0.001684308,24576
112,-1,ac0242a1-d4d8-e811-a2bd-c4346bcb1555,2.82E+42,0.996746804,2003.736409,0.001574128,0.199942571,0.610145123,0.222838113,9.13E-05,1998.813066,1.636172388,0.20885815,0.75,0.21261174,0.933005354,0.343790033,0.18238972,0.77312379,0.33248159,1.78248966,1.328823177,1.220526996,2.481948566,1.118103798,2.728837754,1.104189473,1.377999531,1.611343815,3,1.728264243,3,0.217169832,0.821169927,0.275973516,0.211395751,1996.460524,1.971998865,5.48E-05,0.124120761,0.915368381,0.266220212,0.367789714,0.409184853,0.267952487,0.452151387,0.032397135,0.471205752,0.303751175,0.618535611,0.791413,2002.13919,0.354350862,0.639410873,1982,0.094395841,16.59808149,0.049971557,15.94433425,0.144822202,0.690762119,0.311499105,0.271504974,1997.933263,1.971408396,0.001563403,23811
113,-1,836e1c01-d6d8-e811-a2bd-c4346bcb1555,3.05E+42,0.997001971,2001.573417,0.001418056,0.191894791,0.596146209,0.297237845,0.000116674,1999.210562,1.703226469,0.236446774,0.75,0.212339641,0.95,0.303935551,0.184277196,0.773184317,0.335646669,1.958853718,1.324837953,1.093572409,2.479740902,1.156275738,2.67589551,1.061023184,1.3008889,1.584385463,2.801842249,1.781351083,2.92698314,0.184598296,0.847993178,0.308731452,0.156997969,1994.509762,1.886754565,5.62E-05,0.183335353,0.924532072,0.298681572,0.382934579,0.38708323,0.248745354,0.436981925,0.012181003,0.444331909,0.299063267,0.625036247,0.85560447,2001.807589,0.530718786,0.689444573,1982,0.109945573,16.75317153,0.046579825,16.03299281,0.177939675,0.682543354,0.339476156,0.265366958,1997.241606,2.014240268,0.001453208,62203
114,-1,c77c830e-f0dc-e811-a2bd-c4346bcb1555,4.04E+42,0.987749467,2002.219596,0.00142397,0.196351641,0.620425651,0.293074017,0.000155346,1999.780048,1.61773012,0.244291823,0.75,0.211575498,0.95,0.284828485,0.186910772,0.740058971,0.315467433,1.783972691,1.193567208,1.15741327,2.561418928,1.151271535,2.712173295,1.152627656,1.365383697,1.60820657,2.993926612,1.744568082,2.964378098,0.182108288,0.848095234,0.297377777,0.159896779,1995.211922,2.087179356,6.01E-05,0.171051319,0.921004655,0.296817401,0.367266786,0.352628113,0.251316869,0.438215848,0.007531895,0.436210683,0.329127619,0.613164298,0.850758549,2002.4107,0.519227411,0.67465303,1982,0.081345149,16.53578496,0.05091237,15.82667783,0.172467655,0.670595418,0.332609907,0.286448339,1997.364177,1.967006929,0.001390999,5949
115,-1,36ef2442-6cdb-e811-a2bd-c4346bcb1555,2.85E+42,1,2002.934665,0.001558443,0.213476704,0.580338432,0.230696702,0.000114908,1999.111125,1.743590231,0.220940427,0.75,0.238460187,0.95,0.363221024,0.169984506,0.760741411,0.360787671,1.598873165,1.242243612,1.212851914,2.537551361,1.170099829,2.7906848,1.114451782,1.280920712,1.667076245,2.985445849,1.76977495,3,0.203510258,0.794621574,0.274134257,0.194912027,1996.113164,2.135029835,5.85E-05,0.092905853,0.94943602,0.282468404,0.342238866,0.393230536,0.235314112,0.409576524,0.03146908,0.440676536,0.328245999,0.646201766,0.711583694,2002.290647,0.376296414,0.645883709,1982,0.091890197,15.96738816,0.04710319,16.03892556,0.129095974,0.737255749,0.319195362,0.298258168,1998.892651,1.861281946,0.001421996,20098
116,-1,a0ed7101-35dc-e811-a2bd-c4346bcb1555,4.06E+42,0.969042613,2003.928924,0.001549388,0.218808198,0.581771736,0.229737171,9.13E-05,1998.174566,1.699856278,0.221774013,0.75,0.199215875,0.95,0.346677374,0.154160908,0.780860829,0.317590958,1.829730831,1.3426478,1.239029338,2.47778463,1.138489472,2.730388342,1.092497271,1.324817026,1.609853041,3,1.724858913,3,0.210833434,0.829924869,0.266549037,0.199420524,1995.937344,2.042879227,5.48E-05,0.12891999,0.939340236,0.26135157,0.366423298,0.396979903,0.26297336,0.42249908,0.01984388,0.49633838,0.312420749,0.646489799,0.731256839,2003.32424,0.357671212,0.690773259,1982,0.080600154,16.6085793,0.041142613,16.0774694,0.147161871,0.698552104,0.335849796,0.27596257,1997.53775,1.895128318,0.001545338,17568
117,-1,b9fe398b-57d5-e811-a2bd-c4346bcb1555,2.69E+42,1,2002.838251,0.001559328,0.223630722,0.615229229,0.24578336,0.000113769,1998.714668,1.851697707,0.224735133,0.75,0.224019215,0.9466881,0.359965338,0.18584813,0.797798025,0.349297353,1.611093313,1.255534567,1.244510513,2.423748464,1.102037261,2.743204992,1.100475324,1.337617038,1.567807807,2.912925419,1.684416803,3,0.215876132,0.80428699,0.271975834,0.193318788,1996.792869,2.239149183,5.56E-05,0.137704138,0.926706976,0.310120558,0.355803882,0.4013458,0.238967602,0.430384314,0.033975945,0.508073533,0.317034229,0.620035766,0.759680206,2003.351332,0.396863528,0.663971924,1982,0.094527136,15.99916569,0.042259191,16.08405852,0.130341299,0.713879276,0.319582165,0.276643515,1997.054117,1.939207359,0.001477707,4935
118,-1,d31e28ef-50d5-e811-a2bd-c4346bcb1555,3.40E+42,0.984301533,2002.911402,0.001445339,0.190707757,0.612123246,0.296257165,9.13E-05,1998.816037,1.576555609,0.216664755,0.75,0.185434534,0.95,0.308881201,0.197021284,0.749757103,0.280512653,2.202586585,1.415267322,1.133188985,2.625192811,1.198581254,2.782972928,1.176489965,1.274935163,1.579929517,2.956536383,1.698261845,3,0.183099164,0.852755311,0.322599922,0.148108285,1995.691314,1.906160422,6.36E-05,0.210771843,0.903668442,0.273571483,0.392391566,0.362481297,0.23199686,0.483347927,0.041170997,0.45346546,0.346776423,0.636688541,0.80936335,2003.088551,0.566654443,0.574183478,1982,0.089756074,16.9244872,0.060546182,16.01397445,0.1755749,0.708767699,0.318101427,0.266676627,1998.609961,2.00055954,0.001667119,32635
119,-1,655089e7-30d4-e811-a2bd-c4346bcb1555,2.03E+42,1,2003.197707,0.001353194,0.212005149,0.613850059,0.296759939,0.000100242,1999.599763,1.600798404,0.194459304,0.75,0.177941101,0.944425888,0.308691644,0.19660329,0.744776618,0.267481432,2.317252046,1.297333615,1.108241196,2.56807694,1.180275609,2.779023533,1.167813179,1.244965918,1.547087003,2.938726919,1.68500995,2.918523714,0.189420613,0.839312614,0.312115032,0.152945868,1995.635413,1.805251877,5.58E-05,0.186828838,0.910224689,0.284093323,0.377277762,0.376143111,0.263849822,0.452391633,0.023562594,0.492578309,0.344572799,0.59402947,0.799148759,2003.263661,0.571971377,0.60950019,1982,0.07553324,16.97849793,0.054425665,15.77966214,0.195033968,0.708597956,0.30467988,0.279370376,1999.086817,2.062217031,0.001610461,64513
120,-1,34b8cb09-30d4-e811-a2bd-c4346bcb1555,3.04E+42,0.982788253,2002.544577,0.001481439,0.218402624,0.63851305,0.284792117,0.000129691,1998.948652,1.615466111,0.222729068,0.75,0.18872269,0.948700579,0.306677553,0.181545202,0.758276241,0.308230873,2.323368388,1.340031611,1.131746807,2.60265082,1.092021369,2.737937388,1.254538604,1.264125005,1.557420656,2.86296203,1.675675686,3,0.186438574,0.843417547,0.31198738,0.159227546,1995.53345,1.85517623,5.48E-05,0.197661561,0.91468272,0.290031559,0.37282529,0.34956761,0.240548586,0.473212889,0.02912809,0.468111735,0.325995925,0.627772526,0.819670399,2004.063647,0.53786003,0.610808293,1982,0.08030433,16.65198757,0.062769199,16.11053695,0.180703171,0.679245505,0.303011974,0.286985514,1998.529905,2.046700635,0.001502145,40094
121,-1,3f558be9-fbd9-e811-a2bd-c4346bcb1555,2.92E+42,1,2003.039606,0.001479472,0.209982015,0.607224654,0.302460481,9.33E-05,1999.360013,1.47872639,0.209250248,0.75,0.171614653,0.93301394,0.301551945,0.18212394,0.752514927,0.305595109,2.276601692,1.321670376,1.157436475,2.51420427,1.140737035,2.818260009,1.114595619,1.312265563,1.566685404,2.95808769,1.691792746,3,0.186030351,0.844129808,0.331816023,0.160568822,1996.077672,1.903949471,5.81E-05,0.189080271,0.916731507,0.2784739,0.386417052,0.339529644,0.233949915,0.468494661,0.021318623,0.494363033,0.352686193,0.611388443,0.85160747,2003.090009,0.556244096,0.595261114,1982,0.072197568,16.94340163,0.048675364,15.93718668,0.183819518,0.702924502,0.292277732,0.294779298,1998.023016,2.126621133,0.001526493,5784
122,-1,33118366-6cd6-e811-a2bd-c4346bcb1555,3.31E+42,0.984556527,2002.68207,0.001380542,0.199343255,0.601835563,0.267651202,9.13E-05,1999.60125,1.668182082,0.223330076,0.75,0.199559715,0.95,0.284198808,0.177482112,0.757860473,0.32624638,1.950801889,1.435598161,1.147347285,2.5832481,1.142544225,2.735325642,1.081667212,1.303645809,1.54679433,3,1.736204003,2.909322567,0.180626458,0.833875574,0.295689407,0.169254106,1995.783267,1.827357875,6.79E-05,0.147247514,0.917490149,0.290746389,0.387516069,0.37645551,0.250666402,0.451864069,0.027201442,0.473499529,0.341584601,0.639892657,0.762230949,2003.115925,0.45300371,0.714268245,1982,0.091989109,16.74345722,0.041964895,15.58487149,0.17242749,0.680664686,0.312517326,0.296567953,1998.001296,1.88634245,0.001411416,34449
123,-1,d9be58da-1bce-e811-a2bd-c4346bcb1555,1.78E+42,0.995656759,2002.67146,0.001363521,0.184369687,0.601018411,0.271979179,0.000105733,1999.143639,1.624646522,0.223080164,0.75,0.200207377,0.95,0.325876339,0.21166482,0.749131048,0.303264837,2.151040574,1.268217556,1.060323755,2.503414957,1.240529723,2.824029634,1.145305772,1.251518966,1.588918016,2.927932706,1.702928788,3,0.175986598,0.821577214,0.292785967,0.148170725,1995.932944,2.010936016,5.72E-05,0.180834991,0.901564968,0.30585194,0.384481376,0.376080723,0.252923773,0.45363349,0.020167797,0.433895064,0.348787614,0.667164875,0.86349162,2002.646842,0.48617299,0.605374731,1982,0.098477318,16.69953422,0.04,15.79490607,0.199065421,0.695084879,0.321841353,0.274983991,1998.079213,2.108663628,0.001513395,27151
124,-1,f992eebf-ded8-e811-a2bd-c4346bcb1555,3.62E+42,1,2004.313295,0.00111925,0.209321139,0.645844131,0.301394372,0.000236663,1999.176852,1.473248482,0.186124731,0.75,0.173607759,0.939896395,0.275616868,0.190726324,0.746476018,0.316897291,2.534809638,1.357277234,1.177494892,2.596427417,1.184219353,2.592937285,1.218545955,1.272023197,1.584482891,3,1.64818371,3,0.210194449,0.883871964,0.289393409,0.16053926,1996.210172,1.724258607,5.48E-05,0.176918709,0.929752994,0.313532205,0.377620442,0.428942134,0.213118627,0.444685653,0.043459409,0.423833444,0.339111976,0.567010073,0.822488007,2001.6499,0.611775121,0.64017725,1982,0.086293091,16.48275756,0.044069015,15.8368352,0.228657579,0.695287524,0.273330265,0.286191577,2000.122479,2.189048285,0.00171688,24241
125,-1,18cbe8c4-03d3-e811-a2bd-c4346bcb1555,2.66E+42,1,2002.700986,0.001431813,0.200669516,0.614501667,0.27453379,9.13E-05,1999.115419,1.703201921,0.21904206,0.75,0.197524253,0.95,0.286071318,0.202133074,0.75304845,0.328675336,1.92211569,1.426824044,1.069182165,2.468468552,1.178002315,2.829708316,1.15003318,1.375626987,1.639054714,2.882054943,1.719865503,3,0.181053367,0.828940952,0.306761478,0.161713142,1995.499609,2.009946299,6.84E-05,0.17898807,0.926084883,0.309431962,0.360116285,0.40156976,0.248499669,0.461864533,0.03080281,0.484518271,0.310642567,0.599320559,0.812059867,2002.058826,0.532621052,0.670976719,1982,0.098577283,16.63602892,0.046656646,15.94730832,0.188258128,0.700181631,0.351795514,0.233671913,1997.351495,1.875139178,0.001483152,16975
126,-1,6e1e440b-34dc-e811-a2bd-c4346bcb1555,1.07E+42,0.991419282,2002.943814,0.001326982,0.201488918,0.631307093,0.28862699,9.13E-05,2000.143884,1.457223126,0.205829773,0.75,0.168622912,0.95,0.319873593,0.189829851,0.766508236,0.310521105,2.293497999,1.296058999,1.138308577,2.50085532,1.220814705,2.69468178,1.172302584,1.262016969,1.526325625,2.97007143,1.699172822,2.978625216,0.171740676,0.843670889,0.300896458,0.173279431,1995.137449,1.796266999,6.37E-05,0.179713999,0.946008354,0.316355783,0.375971948,0.395219615,0.235213431,0.433852062,0.043342592,0.45604307,0.34959082,0.590984715,0.808887091,2002.065793,0.543957037,0.598090363,1982,0.078119557,16.67260422,0.049977761,16.01838475,0.184401944,0.696797918,0.288341364,0.284119166,1999.245723,2.153792814,0.001729694,51151
