parameterization_id,iteration_number,sim_id,likelihood,ARTLinkMax,ARTLinkMid,BaseInfectivity,HomaBayInformalCondomsMax,HomaBayPropLowRisk,HomaBayTransitoryCondomsMax,InfmormalFormationRate,InformalCondomMid,InformalCondomRate,InformalCondomsMax,InformalDurationHeterogeneity,KisiiInformalCondomsMax,KisiiPropLowRisk,KisiiTransitoryCondomsMax,KisumuInformalCondomsMax,KisumuPropLowRisk,KisumuTransitoryCondomsMax,MaleToFemaleOld,MaleToFemaleYoung,MaximumInformalFemaleLow,MaximumInformalFemaleMedium,MaximumInformalMaleLow,MaximumInformalMaleMedium,MaximumMaritalFemaleMedium,MaximumMaritalMaleMedium,MaximumTransitoryFemaleLow,MaximumTransitoryFemaleMedium,MaximumTransitoryMaleLow,MaximumTransitoryMaleMedium,MigoriInformalCondomsMax,MigoriPropLowRisk,MigoriTransitoryCondomsMax,MaritalCondomMax,MaritalCondomMid,MaritalCondomRate,MaritalFormationRate,NyamiraInformalCondomsMax,NyamiraPropLowRisk,NyamiraTransitoryCondomsMax,ProbExtraInformalFemaleLow,ProbExtraInformalFemaleMedium,ProbExtraInformalMaleLow,ProbExtraInformalMaleMedium,ProbExtraTransitoryFemaleLow,ProbExtraTransitoryFemaleMedium,ProbExtraTransitoryMaleLow,ProbExtraTransitoryMaleMedium,PreARTLinkMaximum,PreARTLinkMid,PreARTLinkMinimum,RiskAssortivity,SeedYearHigh,SexualDebutAgeFemaleWeibullHeterogeneity,SexualDebutAgeFemaleWeibullScale,SexualDebutAgeMaleWeibullHeterogeneity,SexualDebutAgeMaleWeibullScale,SiayaInformalCondomsMax,SiayaPropLowRisk,SiayaTransitoryCondomsMax,TransitoryCondomMax,TransitoryCondomMid,TransitoryCondomRate,TransitoryFormationRate,run_number
127,-1,557229c9-ded8-e811-a2bd-c4346bcb1555,2.40E+42,0.970684145,2003.892199,0.001651765,0.238127292,0.590904963,0.234117604,0.000181178,1998.735498,1.736526574,0.223021229,0.75,0.226162242,0.942579862,0.322007684,0.181827433,0.773523809,0.328860861,1.609775012,1.4656484,1.173703749,2.43964376,1.064615802,2.637482425,1.127188975,1.352781847,1.610928878,2.962782979,1.710207918,2.919424212,0.212738704,0.785018886,0.272469196,0.183639307,1997.270622,2.206847659,5.48E-05,0.128765599,0.941274629,0.314131423,0.373579255,0.406834013,0.206714023,0.428040777,0.046057897,0.459789173,0.311507102,0.670093224,0.744870618,2002.990625,0.391561084,0.622315348,1982,0.078771879,16.26571005,0.073467289,15.99119673,0.141035205,0.714761237,0.296027107,0.269206804,1997.735723,2.000105082,0.001617781,31378
128,-1,6b1ad98d-b6d1-e811-a2bd-c4346bcb1555,1.76E+42,1,2001.643916,0.001468732,0.201797306,0.606113631,0.287883622,0.000106243,1999.85567,1.62163946,0.228766628,0.75,0.211497979,0.95,0.276083093,0.176444635,0.740064792,0.318067139,1.990915276,1.376411311,1.124179405,2.439768546,1.216063717,2.718118117,1.134722085,1.349274377,1.5817739,2.929164539,1.687390683,2.84976723,0.185135164,0.8286991,0.321936277,0.160584671,1995.791395,1.945874187,5.79E-05,0.176729158,0.915844554,0.320255357,0.365291871,0.381102185,0.255791289,0.472350128,0.025037404,0.441786777,0.324252353,0.616760337,0.862912603,2001.957059,0.484269825,0.661911538,1982,0.085924004,16.86786346,0.065445872,15.75025358,0.179609626,0.684889725,0.329512901,0.283624154,1997.995408,2.072994497,0.001477188,31985
129,-1,5f208077-b7da-e811-a2bd-c4346bcb1555,3.35E+42,0.961563272,2003.961759,0.001289574,0.188312634,0.647365005,0.314175909,0.000110311,1999.136722,1.539541117,0.194071571,0.75,0.177555173,0.934684844,0.311216122,0.185242541,0.736892432,0.314254929,2.626084165,1.536422314,1.155185054,2.678989636,1.199698943,2.603256935,1.169326095,1.285434933,1.607783423,2.967397933,1.74532778,3,0.200267734,0.871566902,0.324910182,0.167072249,1996.371868,1.826948971,6.09E-05,0.188625932,0.928217609,0.315901095,0.390986277,0.392291484,0.242306141,0.450408403,0.023762957,0.45053405,0.336822326,0.547449778,0.810019161,2001.57745,0.474168713,0.606009519,1982,0.092744905,16.63874637,0.04,15.87275348,0.210306298,0.678554195,0.255802616,0.283366716,2000.482668,2.245609608,0.001644412,7945
130,-1,11a60431-71d6-e811-a2bd-c4346bcb1555,2.28E+42,0.963077748,2003.21889,0.001469014,0.194769872,0.598116809,0.274746247,0.000102578,1998.720416,1.808201629,0.226649222,0.75,0.202102015,0.944489249,0.318222502,0.194875253,0.765573012,0.33695166,2.134150272,1.393624001,1.140148854,2.632868756,1.195335108,2.733814384,1.112849319,1.325501698,1.593691978,3,1.673799122,2.975082645,0.219585821,0.827764954,0.258200889,0.184945896,1995.819724,1.988758589,5.48E-05,0.156716361,0.944199807,0.295803028,0.351375903,0.38738491,0.240817292,0.451127517,0.019356947,0.507850833,0.352260674,0.629982963,0.802537522,2003.846772,0.401882391,0.686516409,1982,0.099207439,16.39076539,0.082983816,15.95095043,0.162427756,0.703415115,0.319982343,0.267789542,1997.505706,2.072057899,0.001414745,8169
131,-1,2d002326-01da-e811-a2bd-c4346bcb1555,3.91E+42,0.987447399,2002.217302,0.001332761,0.188749154,0.61587806,0.252315884,9.13E-05,1999.054603,1.538932284,0.199484342,0.75,0.205674653,0.95,0.316144406,0.185782236,0.746929134,0.316877143,2.194484329,1.497596033,1.125129876,2.451363949,1.214067999,2.75092052,1.145704536,1.353701381,1.619434212,2.904363825,1.72838371,3,0.181818542,0.831509462,0.259066351,0.143798954,1995.96508,1.987541533,5.82E-05,0.148457172,0.925166036,0.296937839,0.376261708,0.384972618,0.255692075,0.430152298,0.016692981,0.437756192,0.332174409,0.626714227,0.819303334,2001.82898,0.510806371,0.592100266,1982,0.083990463,16.66213311,0.047890168,15.66649584,0.215330872,0.701353135,0.297366938,0.281286506,1996.979724,1.965306005,0.001555946,30664
132,-1,0624d169-2ed4-e811-a2bd-c4346bcb1555,1.26E+42,1,2002.58768,0.001483437,0.197311724,0.588999237,0.298547528,9.13E-05,1998.674086,1.768996712,0.230558637,0.75,0.184024536,0.95,0.294704822,0.19679163,0.785750712,0.317509474,1.905398694,1.378015031,1.158711365,2.542538649,1.188425143,2.862794118,1.147494392,1.340973608,1.540806952,3,1.741504025,2.9386008,0.184149219,0.811151344,0.287160285,0.180480657,1995.61235,1.982857397,6.68E-05,0.150985473,0.931159628,0.313116276,0.36145966,0.376587427,0.249450511,0.445694086,0.029851701,0.472016677,0.342290354,0.617060886,0.80209496,2003.021067,0.435711669,0.710006718,1982,0.095188209,16.79377443,0.057971878,15.69469421,0.174085873,0.68747514,0.302592177,0.282495244,1997.628651,1.793806633,0.001542752,60856
133,-1,ff0a2d10-6dd6-e811-a2bd-c4346bcb1555,3.24E+42,1,2002.667967,0.001501419,0.208316532,0.622851265,0.272569394,0.00014258,1999.206624,1.452858843,0.21713523,0.75,0.1925647,0.948405708,0.309219141,0.216234508,0.763077004,0.299905078,2.523769919,1.310882109,1.141281181,2.537935239,1.206861775,2.756453099,1.146092413,1.282374274,1.536325808,2.899702873,1.734634741,2.931144443,0.179045028,0.836019098,0.291088617,0.1642645,1995.746797,1.895974608,5.48E-05,0.190029456,0.926017099,0.307884661,0.377482145,0.351350297,0.248149645,0.468933225,0.032982033,0.474615494,0.326386523,0.628422137,0.81212874,2003.376694,0.518996611,0.590609556,1982,0.085666771,16.86636045,0.045900788,15.95745948,0.185999475,0.69990348,0.308474449,0.27661271,1998.853204,2.113282126,0.001637757,19210
134,-1,b6da221b-3adc-e811-a2bd-c4346bcb1555,3.80E+42,1,2002.599605,0.001405752,0.199273524,0.614606069,0.278291862,9.13E-05,2000.042318,1.610728458,0.221181375,0.75,0.184588008,0.95,0.32124808,0.20234676,0.744593035,0.314402826,2.095546117,1.249799242,1.149043722,2.474877663,1.158260226,2.721643534,1.06902088,1.322710403,1.619566511,2.871395556,1.691430618,3,0.18871378,0.842467959,0.287732796,0.146650569,1995.595996,1.869151208,6.91E-05,0.152732718,0.889655507,0.274887143,0.378359164,0.388695943,0.250888018,0.439873153,0.02719373,0.448487498,0.334593358,0.643302129,0.890003798,2002.2079,0.53018642,0.603664523,1982,0.07840979,17.02312194,0.04,15.46357176,0.187195346,0.708064769,0.29516684,0.242300922,1998.402266,2.085846514,0.001520381,50745
135,-1,ac1427ec-72db-e811-a2bd-c4346bcb1555,2.52E+42,1,2003.553413,0.00154378,0.227981016,0.599713229,0.201841188,9.13E-05,1998.763691,1.845865559,0.206493526,0.75,0.196782021,0.947874691,0.335419961,0.166539998,0.7673269,0.332387685,1.666653883,1.215725617,1.157188548,2.487543347,1.128948505,2.775051997,1.119890327,1.409987051,1.603351417,2.994835212,1.701502412,2.89575537,0.211198115,0.756939327,0.258711949,0.185176686,1996.219213,2.199866992,5.81E-05,0.108198122,0.918550186,0.2953703,0.366480333,0.406829816,0.233800991,0.398098425,0.03978024,0.464185449,0.312363753,0.638647772,0.728880558,2002.552171,0.404381892,0.672472961,1982,0.077011669,16.23328839,0.04,15.98484817,0.153806303,0.731912025,0.32329483,0.277364832,1998.147151,1.751499335,0.001453184,5472
136,-1,333e66ea-d8d8-e811-a2bd-c4346bcb1555,3.21E+42,0.976541948,2002.905852,0.001675135,0.181595929,0.60520584,0.202488425,9.13E-05,1998.085509,1.866613978,0.23616152,0.75,0.218021324,0.95,0.307524382,0.158216002,0.787308963,0.339714685,1.880614804,1.227510747,1.178395999,2.454492705,1.139362893,2.707949731,1.123563063,1.308670158,1.573283035,2.894406111,1.678812622,3,0.219655429,0.832481656,0.260318358,0.202978212,1996.246896,2.038442222,5.48E-05,0.132840201,0.95,0.248331474,0.362336068,0.394784732,0.254084455,0.424532751,0.022585483,0.506481068,0.32620702,0.644771907,0.746773009,2003.096965,0.381825717,0.676533944,1982,0.083995107,16.50722505,0.04905817,15.90522494,0.136329962,0.711621025,0.320678346,0.275135883,1997.962011,1.949905307,0.001420006,33732
137,-1,d139c601-01da-e811-a2bd-c4346bcb1555,3.49E+42,1,2002.639521,0.001291213,0.211705618,0.600982085,0.288306894,0.000274255,2000.149566,1.482808694,0.242976508,0.75,0.199033466,0.947359272,0.284591315,0.166387384,0.752836007,0.316178195,2.019032396,1.412477835,1.128612117,2.470424253,1.153313883,2.779034116,1.054723614,1.318905415,1.615662412,2.849377031,1.778703412,2.89432701,0.176765297,0.826576302,0.313140891,0.150957497,1995.871292,1.852227207,6.30E-05,0.184092667,0.916706973,0.310170217,0.391640235,0.403175196,0.244032912,0.437111609,0.017287256,0.48710868,0.327886117,0.590236521,0.840299598,2002.275676,0.483913011,0.616520758,1982,0.094914236,16.62146167,0.058514324,15.7101016,0.181911189,0.667380112,0.310501386,0.284093016,1997.700852,2.022242443,0.001459967,31617
138,-1,e53437ae-6edb-e811-a2bd-c4346bcb1555,3.59E+42,1,2001.984691,0.001437575,0.205315321,0.600003155,0.266855789,0.000100576,1999.290497,1.650307595,0.231451013,0.75,0.195815692,0.947394958,0.314766098,0.191421354,0.750011801,0.325202507,1.941724115,1.115806474,1.225828565,2.478283374,1.158998903,2.645510795,1.086108997,1.365667807,1.553202691,2.997265507,1.742468983,2.849483056,0.190954291,0.827755779,0.294147089,0.168787726,1996.322241,1.992274429,6.88E-05,0.165060338,0.916255004,0.299684706,0.367251905,0.394103411,0.253210382,0.465492018,0.019212581,0.50434305,0.3384108,0.677553345,0.774183311,2003.463579,0.435101599,0.692973527,1982,0.096244802,16.79871462,0.052393567,15.84303008,0.158259816,0.699989097,0.325603959,0.287433062,1997.688685,1.844332044,0.001468099,1147
139,-1,ab6e39f8-37d4-e811-a2bd-c4346bcb1555,2.45E+42,1,2002.68523,0.001556676,0.193382442,0.613028029,0.217821866,0.000135969,1997.781138,1.753265898,0.214881403,0.75,0.209271541,0.95,0.324659944,0.162441975,0.77875724,0.341976219,1.742912651,1.223373815,1.213499205,2.414116813,1.144512944,2.708855324,1.128577263,1.382351098,1.627318004,2.943746718,1.690338659,2.965282631,0.210558509,0.829416726,0.260901276,0.198641564,1996.011659,2.154172858,5.48E-05,0.113266892,0.948308129,0.268196739,0.344991945,0.383671667,0.231255676,0.43039415,0.026816703,0.504198153,0.289237523,0.642840995,0.751948556,2002.923755,0.428045629,0.644210444,1982,0.079617394,16.49735224,0.06714867,15.80666567,0.147593592,0.710935171,0.312691147,0.269188175,1997.989641,2.011594896,0.00142805,64083
140,-1,51dcbf46-38d4-e811-a2bd-c4346bcb1555,2.92E+42,1,2002.808262,0.001356187,0.211014193,0.626786971,0.286995747,0.000202647,1998.924444,1.430427621,0.21371109,0.75,0.187693774,0.95,0.301500848,0.169285982,0.753173139,0.315117767,2.358966698,1.491231769,1.157308115,2.501181773,1.150055553,2.877532727,1.181286562,1.290617899,1.591676986,3,1.768727036,3,0.18601929,0.877718947,0.284402742,0.149133716,1996.593321,1.87053029,5.48E-05,0.203817587,0.923784035,0.287934152,0.391408022,0.35556916,0.262336888,0.449532697,0.017172219,0.506715751,0.335355334,0.622437194,0.796467179,2003.366193,0.523972458,0.626005872,1982,0.080682536,16.90902055,0.064612719,15.95317529,0.184877249,0.686975101,0.294842483,0.289441937,1998.841354,2.051907931,0.001549715,7387
141,-1,e5779e8b-4ed5-e811-a2bd-c4346bcb1555,2.85E+42,0.971280631,2002.989767,0.001339763,0.218706398,0.596824874,0.277090884,9.13E-05,1999.426896,1.562031603,0.215829775,0.75,0.19138246,0.95,0.300850473,0.189871521,0.765647446,0.282507721,2.330958225,1.473271359,1.120040812,2.538631348,1.146580505,2.765550953,1.151689727,1.274434769,1.575799766,2.858240462,1.707805432,2.922042613,0.19445548,0.837751268,0.297219561,0.140824192,1996.376237,1.998076135,5.48E-05,0.189254564,0.927533955,0.293458389,0.385102701,0.339179667,0.265523436,0.454037934,0.021101853,0.490574912,0.3424809,0.608319267,0.801549561,2002.951027,0.59312506,0.562512669,1982,0.085285876,16.74815265,0.062870177,16.00068565,0.196845522,0.724938056,0.294242912,0.266435878,1998.397406,2.067881798,0.001604716,49690
142,-1,b76a9603-b3d1-e811-a2bd-c4346bcb1555,1.56E+42,1,2002.593324,0.0014655,0.188853917,0.613680286,0.287360293,9.13E-05,1999.544257,1.473314795,0.210324767,0.75,0.193701949,0.941475382,0.283006904,0.209172507,0.77788309,0.286300904,2.240806853,1.538762898,1.138810577,2.635940451,1.138393907,2.698456166,1.158754155,1.292836557,1.587863955,2.980572188,1.640530116,2.964234348,0.185099216,0.861892402,0.289662598,0.169020397,1995.784569,1.847877298,6.72E-05,0.180635264,0.917574791,0.307581349,0.388366484,0.356535686,0.259344142,0.469912742,0.024595141,0.491294096,0.326926016,0.581464833,0.847655296,2002.51159,0.510342356,0.585215106,1982,0.084914684,16.8198474,0.062058984,15.76596518,0.19515705,0.69805211,0.29832118,0.291852763,1998.869863,2.122717383,0.001482207,34524
143,-1,2b8782d4-07d3-e811-a2bd-c4346bcb1555,1.71E+42,1,2002.950091,0.00119696,0.205701261,0.618809499,0.29601617,9.13E-05,1999.245328,1.449557798,0.192704418,0.75,0.16559882,0.95,0.318517636,0.188334217,0.719468179,0.324565563,2.439480579,1.440020451,1.192511352,2.564506642,1.230287546,2.706602604,1.149374277,1.318195784,1.586455621,2.883104528,1.710685999,3,0.196165584,0.883546992,0.321888472,0.158502323,1996.08203,1.741123134,5.48E-05,0.176112096,0.913226174,0.301956353,0.399590018,0.381938035,0.238701095,0.433618133,0.034144803,0.4353076,0.336832466,0.526968603,0.800183821,2001.758473,0.473908996,0.598425591,1982,0.060216682,16.38080127,0.048758407,15.89368679,0.204488126,0.680332538,0.263454316,0.326522337,2000.242574,2.209829989,0.001748356,41906
144,-1,ee65ae59-f9d9-e811-a2bd-c4346bcb1555,3.38E+42,0.946278043,2003.125235,0.001472003,0.220608502,0.624703816,0.313206109,9.13E-05,1999.810097,1.642754207,0.216876425,0.75,0.177114568,0.95,0.31418896,0.185732945,0.754620814,0.331453073,2.430518103,1.47108878,1.174102884,2.478397793,1.120347345,2.78639524,1.120214798,1.312242756,1.540582173,2.947533259,1.717044362,3,0.187251911,0.870588834,0.301383832,0.157261212,1995.529385,1.964451799,6.85E-05,0.175398978,0.921499054,0.299221864,0.385837813,0.377697761,0.238509211,0.419610513,0.034153233,0.485098997,0.353253754,0.624107883,0.828547209,2002.653504,0.595638395,0.614459837,1982,0.074837792,16.67317566,0.057666195,15.82270529,0.185388116,0.681305512,0.287678192,0.275922334,1999.045533,2.178588477,0.001738744,63901
145,-1,8536de0d-23ce-e811-a2bd-c4346bcb1555,1.76E+42,0.999070162,2002.781195,0.001477693,0.18121468,0.608533619,0.264958331,0.000147191,1999.072786,1.5860517,0.228427094,0.75,0.224151392,0.940170151,0.262066371,0.158736574,0.759527796,0.330082358,1.870805767,1.365489003,1.150391247,2.5109262,1.183684282,2.802510166,1.153168142,1.34174834,1.572229747,2.913144208,1.728891628,2.971475091,0.193146559,0.83360432,0.301414002,0.169105846,1995.64585,2.016923469,5.48E-05,0.15092608,0.908697242,0.281922751,0.369657211,0.366883912,0.249396794,0.44567806,0.034066106,0.480374693,0.340501408,0.685044401,0.816477572,2003.486311,0.392849494,0.712904442,1982,0.095366828,16.69462311,0.060872386,15.73995548,0.173134832,0.68035094,0.314590497,0.257292455,1997.760412,1.956814573,0.001438677,2597
146,-1,e98c3c31-dad8-e811-a2bd-c4346bcb1555,2.84E+42,1,2003.875137,0.001274846,0.190831167,0.659243261,0.316595998,0.000118231,1999.821013,1.534301454,0.185198293,0.75,0.190250262,0.936607895,0.312234539,0.200916822,0.757345826,0.317066696,2.845843716,1.425786785,1.196886584,2.561785999,1.284384898,2.617484664,1.167579294,1.281423198,1.608116647,3,1.707891485,2.958796851,0.196269792,0.885964169,0.308113544,0.158644436,1996.258182,1.619275785,5.48E-05,0.171252772,0.914687628,0.307456529,0.399094166,0.430719293,0.235029104,0.436356421,0.042947464,0.431607584,0.313737263,0.571037399,0.841611035,2001.769249,0.601625379,0.592624054,1982,0.07834569,16.41827828,0.040940893,15.78711655,0.202592513,0.711426096,0.264274568,0.274153655,1999.938013,2.238707092,0.001676574,9973
147,-1,d0f33217-ddd8-e811-a2bd-c4346bcb1555,3.09E+42,0.97883152,2002.249243,0.001471875,0.191616315,0.61241258,0.295444935,9.13E-05,2000.25184,1.668985193,0.231224186,0.75,0.214898682,0.95,0.281234601,0.176919044,0.750815035,0.332636904,2.098623122,1.590693817,1.199910257,2.468070657,1.202289664,2.812947499,1.081126054,1.370451774,1.570676517,3,1.715432982,2.914027132,0.179302005,0.834009504,0.2784674,0.173130885,1995.486048,1.928512982,5.50E-05,0.188334476,0.924283884,0.291305425,0.393319675,0.377985424,0.260216229,0.447249857,0.021781391,0.429707132,0.325407317,0.656410497,0.837087561,2002.659364,0.521916475,0.66058781,1982,0.08064681,16.462227,0.042846776,15.97194629,0.190714047,0.666052747,0.303758785,0.243446421,1997.586361,1.752481152,0.001418475,5018
148,-1,f3781505-fdd2-e811-a2bd-c4346bcb1555,2.23E+42,0.953793711,2002.271572,0.00141351,0.186337299,0.596914107,0.303138537,9.13E-05,1999.565816,1.735289906,0.248417263,0.75,0.179493186,0.949941767,0.289555798,0.185206467,0.742294858,0.325323719,1.953781347,1.557061663,1.150568845,2.510976202,1.175536349,2.679582807,1.074884661,1.363664822,1.562673486,2.943652663,1.70779101,2.893326328,0.1796494,0.824884729,0.281419539,0.169577222,1994.586219,1.965954813,5.84E-05,0.185306224,0.945181713,0.275278613,0.371766401,0.394589535,0.261691904,0.47162941,0.019110564,0.482659542,0.322281439,0.609469456,0.843074885,2002.02944,0.549009607,0.660177344,1982,0.085148983,16.53816287,0.045335076,15.93795134,0.192674849,0.674735532,0.341172983,0.275463546,1997.695615,1.998386488,0.001368493,64812
149,-1,4ae9868e-f5dc-e811-a2bd-c4346bcb1555,3.72E+42,0.960539048,2003.156383,0.001289038,0.221068184,0.660908831,0.330892653,9.13E-05,1999.046665,1.504426356,0.222711632,0.75,0.197857036,0.933929935,0.329365136,0.198386713,0.757982777,0.330266918,2.480291192,1.277489409,1.100789329,2.550152463,1.112781702,2.617923984,1.1559847,1.328904095,1.60890731,2.969153297,1.705488011,3,0.189474093,0.870624655,0.344742154,0.137570364,1995.53343,1.708305308,6.21E-05,0.1968024,0.931106825,0.336610856,0.37702539,0.374062015,0.242791144,0.426904541,0.036253894,0.454099476,0.324387361,0.554684749,0.808650228,2001.692026,0.52958341,0.602325792,1982,0.0675417,16.46463609,0.045279892,15.73140791,0.190734732,0.69931804,0.296299922,0.282064938,2000.001809,2.12400811,0.001638693,979
150,-1,171698d9-6ad6-e811-a2bd-c4346bcb1555,3.03E+42,1,2003.473637,0.001600515,0.238528531,0.538940024,0.243838544,0.00015581,1998.093884,1.763326246,0.243253341,0.75,0.225264604,0.95,0.392780308,0.189806332,0.777522595,0.379490818,1.633705086,1.118027925,1.206719895,2.527705005,1.058192916,2.794229495,1.124333027,1.315399088,1.656452203,2.959562233,1.749082938,3,0.191603198,0.775905564,0.267424355,0.182096476,1996.077186,2.094044606,5.91E-05,0.111221973,0.912006146,0.288704428,0.346448166,0.396938099,0.271274313,0.404171648,0.045995697,0.486193918,0.307943845,0.621171296,0.734470389,2003.167609,0.388932847,0.691391152,1982,0.103268712,15.88578349,0.04,15.95485341,0.147499385,0.739508425,0.343351334,0.260276922,1997.800348,2.128007909,0.001372099,5755
151,-1,e2d51e9d-24ce-e811-a2bd-c4346bcb1555,2.17E+42,1,2002.463712,0.001404703,0.209996081,0.586240752,0.259975452,9.13E-05,1998.805298,1.629423959,0.20440581,0.75,0.198656634,0.931744059,0.309432749,0.166307891,0.745967533,0.317026869,2.082119241,1.466072733,1.159860301,2.536935586,1.189240958,2.696139775,1.092955047,1.308478464,1.608448389,2.812709711,1.740163716,2.941869846,0.168915262,0.856016931,0.286292128,0.15151412,1995.711259,1.869405235,5.48E-05,0.170809753,0.906168967,0.315051882,0.387885081,0.412632825,0.253886429,0.416531125,0.0195718,0.456505807,0.340583958,0.640004979,0.817694762,2002.197589,0.50614184,0.61622104,1982,0.085605855,16.87648001,0.04,15.80414922,0.206075181,0.719924764,0.297557179,0.278555502,1997.982643,2.020560541,0.001646167,62851
152,-1,0f5601e0-d4d8-e811-a2bd-c4346bcb1555,1.31E+42,0.981284465,2003.614368,0.001166097,0.214869943,0.64670566,0.326698001,0.000152878,2000.095326,1.379012289,0.183248452,0.75,0.176466668,0.919617205,0.312531217,0.190243536,0.762775193,0.32725892,2.851639584,1.478066513,1.213083402,2.585655853,1.251779357,2.56407423,1.233596122,1.218536202,1.587076004,2.954537698,1.614006547,2.968007874,0.18950014,0.877574026,0.294116587,0.168252716,1996.415072,1.58496837,5.48E-05,0.175934087,0.9194445,0.264574386,0.373370495,0.412300115,0.198912066,0.434106659,0.030695123,0.434114427,0.327327971,0.551967455,0.830262527,2001.456435,0.582195683,0.609958915,1982,0.07264547,16.56846292,0.042290319,15.8292205,0.202923665,0.686403658,0.252807694,0.279127619,1999.673066,2.141033356,0.001663129,7986
153,-1,912d6e87-30dc-e811-a2bd-c4346bcb1555,2.61E+42,1,2002.352249,0.001268656,0.201042764,0.611736615,0.284732074,0.00011212,1999.503704,1.42380126,0.233167389,0.75,0.204729649,0.95,0.282120202,0.191072132,0.774665036,0.31313313,1.927991314,1.525175456,1.155650073,2.405984532,1.191557927,2.826113643,1.07636627,1.353202728,1.588063022,2.830390697,1.676363249,2.884145421,0.161545011,0.813355169,0.297502427,0.159723411,1995.578571,2.032436404,6.49E-05,0.173425243,0.941244467,0.310388411,0.397935753,0.376733434,0.239158948,0.460717518,0.027698139,0.443013681,0.316225481,0.630968724,0.824370881,2001.474167,0.522891703,0.658944835,1982,0.10894462,16.8046082,0.04,15.83840342,0.179184407,0.693820978,0.303816192,0.260521218,1997.876033,1.958312034,0.001444301,41276
154,-1,9735f232-32d4-e811-a2bd-c4346bcb1555,2.87E+42,0.968811782,2003.422488,0.001559162,0.228977343,0.586647205,0.250112416,9.15E-05,1998.648137,1.806801903,0.210108281,0.75,0.202604471,0.95,0.36400306,0.169380871,0.764830495,0.343651035,1.763101217,1.572978891,1.170050077,2.530254588,1.067615242,2.70025913,1.150844779,1.36057136,1.588691576,2.89610955,1.708972097,3,0.214041887,0.789685295,0.257980571,0.166829676,1995.996677,2.162057728,6.32E-05,0.149391801,0.922016947,0.301450408,0.339943609,0.397556913,0.268773651,0.437953273,0.031281277,0.480223949,0.312298966,0.632631621,0.770019858,2003.479288,0.431614253,0.610081846,1982,0.0885941,16.18288194,0.052587668,15.96127087,0.159825414,0.713372442,0.308892565,0.25559459,1997.676374,1.862547691,0.001624331,51437
155,-1,ce69e939-f6dc-e811-a2bd-c4346bcb1555,3.03E+42,0.976272626,2002.926285,0.001254236,0.20552735,0.645221396,0.281484323,0.000145884,1999.238293,1.571414851,0.221956146,0.75,0.189803016,0.945004115,0.325439741,0.17907115,0.752339381,0.308045892,2.438646279,1.530952587,1.149886252,2.620583436,1.1328713,2.716050503,1.229089445,1.282030925,1.587513194,2.912259344,1.717286226,3,0.204744876,0.860423332,0.291476871,0.156132347,1995.745064,1.739406438,6.37E-05,0.203577321,0.912591122,0.300666216,0.374052973,0.339560383,0.243654212,0.4597635,0.015536258,0.456136399,0.354303434,0.612696852,0.805411915,2003.216815,0.588864713,0.632596499,1982,0.068262671,16.83591008,0.069483281,15.92181925,0.199902475,0.708760936,0.299008744,0.292331443,1998.465179,2.096145749,0.00152888,29468
156,-1,6a51bee2-3bdc-e811-a2bd-c4346bcb1555,3.67E+42,0.998158081,2002.788398,0.001733386,0.231627397,0.588168459,0.223205826,0.000119281,1998.332298,1.74591724,0.227166098,0.75,0.209558213,0.95,0.353089268,0.175576311,0.762197502,0.33071304,1.545741123,1.163197107,1.229407783,2.575681834,1.108242451,2.7693531,1.090648227,1.336249811,1.668374941,3,1.699462013,3,0.205763596,0.781633422,0.252837851,0.193650786,1995.711167,2.250069585,5.65E-05,0.10796984,0.931372922,0.291233657,0.346931065,0.385401392,0.251972942,0.406016149,0.02553221,0.50180353,0.333820846,0.604857335,0.726977537,2002.922509,0.349162146,0.651250845,1982,0.07321612,15.9652102,0.04,15.93732707,0.148920771,0.721329234,0.330796852,0.261563238,1998.466246,1.879237672,0.001325421,28774
157,-1,425e0eac-68d6-e811-a2bd-c4346bcb1555,2.64E+42,0.971635198,2003.095075,0.001477844,0.223181128,0.60350528,0.216357941,0.000187063,1998.987003,1.823466677,0.212950236,0.75,0.228175407,0.95,0.335222767,0.186374946,0.771389622,0.338862727,1.737158876,1.263501956,1.205361558,2.441755743,1.101210905,2.66624443,1.155633136,1.379411658,1.583587539,3,1.727480103,3,0.194777951,0.794643725,0.266331175,0.174288714,1995.507659,2.149584781,5.78E-05,0.123686089,0.925360846,0.314358928,0.358967126,0.405316124,0.215263009,0.401522453,0.029694554,0.462348187,0.343878867,0.645818956,0.710896916,2003.603802,0.4238079,0.646711075,1982,0.072730538,16.22082293,0.053601278,16.20767143,0.123791604,0.725664787,0.296600352,0.272328552,1997.384676,1.798578637,0.001445612,51720
