"parameterization_id","SeedYr HIGH","BaseInfectivity","SexualDebutAgeFemaleWeibullScale","SexualDebutAgeFemaleWeibullHeterogeneity","SexualDebutAgeMaleWeibullScale","SexualDebutAgeMaleWeibullHeterogeneity","TransitoryFormationRate","InfmormalFormationRate","MaritalFormationRate","MaleToFemaleYoung","MaleToFemaleOld","TransitoryCondomMid","TransitoryCondomRate","TransitoryCondomMax","InformalCondomMid","InformalCondomRate","InformalCondomsMax","MaritalCondomMid","MaritalCondomRate","MaritalCondomMax","RiskAssortivity","ProbExtraTransitoryMaleLow","ProbExtraTransitoryMaleMedium","ProbExtraTransitoryFemaleLow","ProbExtraTransitoryFemaleMedium","ProbExtraInformalMaleLow","ProbExtraInformalFemaleLow","MaximumTransitoryMaleLow","MaximumTransitoryFemaleLow","MaximumInformalMaleLow","MaximumInformalFemaleLow","ProbExtraInformalMaleMedium","ProbExtraInformalFemaleMedium","MaximumTransitoryMaleMedium","MaximumTransitoryFemaleMedium","MaximumInformalMaleMedium","MaximumInformalFemaleMedium","MaximumMaritalMaleMedium","MaximumMaritalFemaleMedium","InformalDurationHeterogeneity","Homa_BayTransitoryCondomsMax","Homa_BayInformalCondomsMax","Homa_BayPropLowRisk","KisiiTransitoryCondomsMax","KisiiInformalCondomsMax","KisiiPropLowRisk","KisumuTransitoryCondomsMax","KisumuInformalCondomsMax","KisumuPropLowRisk","MigoriTransitoryCondomsMax","MigoriInformalCondomsMax","MigoriPropLowRisk","NyamiraTransitoryCondomsMax","NyamiraInformalCondomsMax","NyamiraPropLowRisk","SiayaTransitoryCondomsMax","SiayaInformalCondomsMax","SiayaPropLowRisk","PreARTLinkMinimum","PreARTLinkMaximum","PreARTLinkMid","ARTLinkMax","ARTLinkMid","run_number","iteration_number","sim_id","likelihood"
132,1982,0.0013,16.79377443,0.095188209,15.69469421,0.057971878,0.001542752,9.13e-05,6.68e-05,1.378015031,1.905398694,1997.628651,1.793806633,0.282495244,1998.674086,1.768996712,0.230558637,1995.61235,1.982857397,0.180480657,0.710006718,0.342290354,0.617060886,0.029851701,0.472016677,0.249450511,0.36145966,1.741504025,1.540806952,1.188425143,1.158711365,0.445694086,0.376587427,2.9386008,3,2.862794118,2.542538649,1.340973608,1.147494392,0.75,0.298547528,0.197311724,0.588999237,0.294704822,0.184024536,0.95,0.317509474,0.19679163,0.785750712,0.287160285,0.184149219,0.811151344,0.313116276,0.150985473,0.931159628,0.302592177,0.174085873,0.68747514,0.435711669,0.80209496,2003.021067,1,2002.58768,60856,-1,NA,1
133,1982,0.0013,16.86636045,0.085666771,15.95745948,0.045900788,0.001637757,0.00014258,5.48e-05,1.310882109,2.523769919,1998.853204,2.113282126,0.27661271,1999.206624,1.452858843,0.21713523,1995.746797,1.895974608,0.1642645,0.590609556,0.326386523,0.628422137,0.032982033,0.474615494,0.248149645,0.377482145,1.734634741,1.536325808,1.206861775,1.141281181,0.468933225,0.351350297,2.931144443,2.899702873,2.756453099,2.537935239,1.282374274,1.146092413,0.75,0.272569394,0.208316532,0.622851265,0.309219141,0.1925647,0.948405708,0.299905078,0.216234508,0.763077004,0.291088617,0.179045028,0.836019098,0.307884661,0.190029456,0.926017099,0.308474449,0.185999475,0.69990348,0.518996611,0.81212874,2003.376694,1,2002.667967,19210,-1,NA,1
134,1982,0.0013,17.02312194,0.07840979,15.46357176,0.04,0.001520381,9.13e-05,6.91e-05,1.249799242,2.095546117,1998.402266,2.085846514,0.242300922,2000.042318,1.610728458,0.221181375,1995.595996,1.869151208,0.146650569,0.603664523,0.334593358,0.643302129,0.02719373,0.448487498,0.250888018,0.378359164,1.691430618,1.619566511,1.158260226,1.149043722,0.439873153,0.388695943,3,2.871395556,2.721643534,2.474877663,1.322710403,1.06902088,0.75,0.278291862,0.199273524,0.614606069,0.32124808,0.184588008,0.95,0.314402826,0.20234676,0.744593035,0.287732796,0.18871378,0.842467959,0.274887143,0.152732718,0.889655507,0.29516684,0.187195346,0.708064769,0.53018642,0.890003798,2002.2079,1,2002.599605,50745,-1,NA,1
135,1982,0.0013,16.23328839,0.077011669,15.98484817,0.04,0.001453184,9.13e-05,5.81e-05,1.215725617,1.666653883,1998.147151,1.751499335,0.277364832,1998.763691,1.845865559,0.206493526,1996.219213,2.199866992,0.185176686,0.672472961,0.312363753,0.638647772,0.03978024,0.464185449,0.233800991,0.366480333,1.701502412,1.603351417,1.128948505,1.157188548,0.398098425,0.406829816,2.89575537,2.994835212,2.775051997,2.487543347,1.409987051,1.119890327,0.75,0.201841188,0.227981016,0.599713229,0.335419961,0.196782021,0.947874691,0.332387685,0.166539998,0.7673269,0.258711949,0.211198115,0.756939327,0.2953703,0.108198122,0.918550186,0.32329483,0.153806303,0.731912025,0.404381892,0.728880558,2002.552171,1,2003.553413,5472,-1,NA,1
136,1982,0.0013,16.50722505,0.083995107,15.90522494,0.04905817,0.001420006,9.13e-05,5.48e-05,1.227510747,1.880614804,1997.962011,1.949905307,0.275135883,1998.085509,1.866613978,0.23616152,1996.246896,2.038442222,0.202978212,0.676533944,0.32620702,0.644771907,0.022585483,0.506481068,0.254084455,0.362336068,1.678812622,1.573283035,1.139362893,1.178395999,0.424532751,0.394784732,3,2.894406111,2.707949731,2.454492705,1.308670158,1.123563063,0.75,0.202488425,0.181595929,0.60520584,0.307524382,0.218021324,0.95,0.339714685,0.158216002,0.787308963,0.260318358,0.219655429,0.832481656,0.248331474,0.132840201,0.95,0.320678346,0.136329962,0.711621025,0.381825717,0.746773009,2003.096965,0.976541948,2002.905852,33732,-1,NA,1
137,1982,0.0013,16.62146167,0.094914236,15.7101016,0.058514324,0.001459967,0.000274255,6.3e-05,1.412477835,2.019032396,1997.700852,2.022242443,0.284093016,2000.149566,1.482808694,0.242976508,1995.871292,1.852227207,0.150957497,0.616520758,0.327886117,0.590236521,0.017287256,0.48710868,0.244032912,0.391640235,1.778703412,1.615662412,1.153313883,1.128612117,0.437111609,0.403175196,2.89432701,2.849377031,2.779034116,2.470424253,1.318905415,1.054723614,0.75,0.288306894,0.211705618,0.600982085,0.284591315,0.199033466,0.947359272,0.316178195,0.166387384,0.752836007,0.313140891,0.176765297,0.826576302,0.310170217,0.184092667,0.916706973,0.310501386,0.181911189,0.667380112,0.483913011,0.840299598,2002.275676,1,2002.639521,31617,-1,NA,1
138,1982,0.0013,16.79871462,0.096244802,15.84303008,0.052393567,0.001468099,0.000100576,6.88e-05,1.115806474,1.941724115,1997.688685,1.844332044,0.287433062,1999.290497,1.650307595,0.231451013,1996.322241,1.992274429,0.168787726,0.692973527,0.3384108,0.677553345,0.019212581,0.50434305,0.253210382,0.367251905,1.742468983,1.553202691,1.158998903,1.225828565,0.465492018,0.394103411,2.849483056,2.997265507,2.645510795,2.478283374,1.365667807,1.086108997,0.75,0.266855789,0.205315321,0.600003155,0.314766098,0.195815692,0.947394958,0.325202507,0.191421354,0.750011801,0.294147089,0.190954291,0.827755779,0.299684706,0.165060338,0.916255004,0.325603959,0.158259816,0.699989097,0.435101599,0.774183311,2003.463579,1,2001.984691,1147,-1,NA,1
139,1982,0.0013,16.49735224,0.079617394,15.80666567,0.06714867,0.00142805,0.000135969,5.48e-05,1.223373815,1.742912651,1997.989641,2.011594896,0.269188175,1997.781138,1.753265898,0.214881403,1996.011659,2.154172858,0.198641564,0.644210444,0.289237523,0.642840995,0.026816703,0.504198153,0.231255676,0.344991945,1.690338659,1.627318004,1.144512944,1.213499205,0.43039415,0.383671667,2.965282631,2.943746718,2.708855324,2.414116813,1.382351098,1.128577263,0.75,0.217821866,0.193382442,0.613028029,0.324659944,0.209271541,0.95,0.341976219,0.162441975,0.77875724,0.260901276,0.210558509,0.829416726,0.268196739,0.113266892,0.948308129,0.312691147,0.147593592,0.710935171,0.428045629,0.751948556,2002.923755,1,2002.68523,64083,-1,NA,1
140,1982,0.0013,16.90902055,0.080682536,15.95317529,0.064612719,0.001549715,0.000202647,5.48e-05,1.491231769,2.358966698,1998.841354,2.051907931,0.289441937,1998.924444,1.430427621,0.21371109,1996.593321,1.87053029,0.149133716,0.626005872,0.335355334,0.622437194,0.017172219,0.506715751,0.262336888,0.391408022,1.768727036,1.591676986,1.150055553,1.157308115,0.449532697,0.35556916,3,3,2.877532727,2.501181773,1.290617899,1.181286562,0.75,0.286995747,0.211014193,0.626786971,0.301500848,0.187693774,0.95,0.315117767,0.169285982,0.753173139,0.284402742,0.18601929,0.877718947,0.287934152,0.203817587,0.923784035,0.294842483,0.184877249,0.686975101,0.523972458,0.796467179,2003.366193,1,2002.808262,7387,-1,NA,1
141,1982,0.0013,16.74815265,0.085285876,16.00068565,0.062870177,0.001604716,9.13e-05,5.48e-05,1.473271359,2.330958225,1998.397406,2.067881798,0.266435878,1999.426896,1.562031603,0.215829775,1996.376237,1.998076135,0.140824192,0.562512669,0.3424809,0.608319267,0.021101853,0.490574912,0.265523436,0.385102701,1.707805432,1.575799766,1.146580505,1.120040812,0.454037934,0.339179667,2.922042613,2.858240462,2.765550953,2.538631348,1.274434769,1.151689727,0.75,0.277090884,0.218706398,0.596824874,0.300850473,0.19138246,0.95,0.282507721,0.189871521,0.765647446,0.297219561,0.19445548,0.837751268,0.293458389,0.189254564,0.927533955,0.294242912,0.196845522,0.724938056,0.59312506,0.801549561,2002.951027,0.971280631,2002.989767,49690,-1,NA,1
142,1982,0.0013,16.8198474,0.084914684,15.76596518,0.062058984,0.001482207,9.13e-05,6.72e-05,1.538762898,2.240806853,1998.869863,2.122717383,0.291852763,1999.544257,1.473314795,0.210324767,1995.784569,1.847877298,0.169020397,0.585215106,0.326926016,0.581464833,0.024595141,0.491294096,0.259344142,0.388366484,1.640530116,1.587863955,1.138393907,1.138810577,0.469912742,0.356535686,2.964234348,2.980572188,2.698456166,2.635940451,1.292836557,1.158754155,0.75,0.287360293,0.188853917,0.613680286,0.283006904,0.193701949,0.941475382,0.286300904,0.209172507,0.77788309,0.289662598,0.185099216,0.861892402,0.307581349,0.180635264,0.917574791,0.29832118,0.19515705,0.69805211,0.510342356,0.847655296,2002.51159,1,2002.593324,34524,-1,NA,1
143,1982,0.0013,16.38080127,0.060216682,15.89368679,0.048758407,0.001748356,9.13e-05,5.48e-05,1.440020451,2.439480579,2000.242574,2.209829989,0.326522337,1999.245328,1.449557798,0.192704418,1996.08203,1.741123134,0.158502323,0.598425591,0.336832466,0.526968603,0.034144803,0.4353076,0.238701095,0.399590018,1.710685999,1.586455621,1.230287546,1.192511352,0.433618133,0.381938035,3,2.883104528,2.706602604,2.564506642,1.318195784,1.149374277,0.75,0.29601617,0.205701261,0.618809499,0.318517636,0.16559882,0.95,0.324565563,0.188334217,0.719468179,0.321888472,0.196165584,0.883546992,0.301956353,0.176112096,0.913226174,0.263454316,0.204488126,0.680332538,0.473908996,0.800183821,2001.758473,1,2002.950091,41906,-1,NA,1
144,1982,0.0013,16.67317566,0.074837792,15.82270529,0.057666195,0.001738744,9.13e-05,6.85e-05,1.47108878,2.430518103,1999.045533,2.178588477,0.275922334,1999.810097,1.642754207,0.216876425,1995.529385,1.964451799,0.157261212,0.614459837,0.353253754,0.624107883,0.034153233,0.485098997,0.238509211,0.385837813,1.717044362,1.540582173,1.120347345,1.174102884,0.419610513,0.377697761,3,2.947533259,2.78639524,2.478397793,1.312242756,1.120214798,0.75,0.313206109,0.220608502,0.624703816,0.31418896,0.177114568,0.95,0.331453073,0.185732945,0.754620814,0.301383832,0.187251911,0.870588834,0.299221864,0.175398978,0.921499054,0.287678192,0.185388116,0.681305512,0.595638395,0.828547209,2002.653504,0.946278043,2003.125235,63901,-1,NA,1
145,1982,0.0013,16.69462311,0.095366828,15.73995548,0.060872386,0.001438677,0.000147191,5.48e-05,1.365489003,1.870805767,1997.760412,1.956814573,0.257292455,1999.072786,1.5860517,0.228427094,1995.64585,2.016923469,0.169105846,0.712904442,0.340501408,0.685044401,0.034066106,0.480374693,0.249396794,0.369657211,1.728891628,1.572229747,1.183684282,1.150391247,0.44567806,0.366883912,2.971475091,2.913144208,2.802510166,2.5109262,1.34174834,1.153168142,0.75,0.264958331,0.18121468,0.608533619,0.262066371,0.224151392,0.940170151,0.330082358,0.158736574,0.759527796,0.301414002,0.193146559,0.83360432,0.281922751,0.15092608,0.908697242,0.314590497,0.173134832,0.68035094,0.392849494,0.816477572,2003.486311,0.999070162,2002.781195,2597,-1,NA,1
146,1982,0.0013,16.41827828,0.07834569,15.78711655,0.040940893,0.001676574,0.000118231,5.48e-05,1.425786785,2.845843716,1999.938013,2.238707092,0.274153655,1999.821013,1.534301454,0.185198293,1996.258182,1.619275785,0.158644436,0.592624054,0.313737263,0.571037399,0.042947464,0.431607584,0.235029104,0.399094166,1.707891485,1.608116647,1.284384898,1.196886584,0.436356421,0.430719293,2.958796851,3,2.617484664,2.561785999,1.281423198,1.167579294,0.75,0.316595998,0.190831167,0.659243261,0.312234539,0.190250262,0.936607895,0.317066696,0.200916822,0.757345826,0.308113544,0.196269792,0.885964169,0.307456529,0.171252772,0.914687628,0.264274568,0.202592513,0.711426096,0.601625379,0.841611035,2001.769249,1,2003.875137,9973,-1,NA,1
147,1982,0.0013,16.462227,0.08064681,15.97194629,0.042846776,0.001418475,9.13e-05,5.5e-05,1.590693817,2.098623122,1997.586361,1.752481152,0.243446421,2000.25184,1.668985193,0.231224186,1995.486048,1.928512982,0.173130885,0.66058781,0.325407317,0.656410497,0.021781391,0.429707132,0.260216229,0.393319675,1.715432982,1.570676517,1.202289664,1.199910257,0.447249857,0.377985424,2.914027132,3,2.812947499,2.468070657,1.370451774,1.081126054,0.75,0.295444935,0.191616315,0.61241258,0.281234601,0.214898682,0.95,0.332636904,0.176919044,0.750815035,0.2784674,0.179302005,0.834009504,0.291305425,0.188334476,0.924283884,0.303758785,0.190714047,0.666052747,0.521916475,0.837087561,2002.659364,0.97883152,2002.249243,5018,-1,NA,1
148,1982,0.0013,16.53816287,0.085148983,15.93795134,0.045335076,0.001368493,9.13e-05,5.84e-05,1.557061663,1.953781347,1997.695615,1.998386488,0.275463546,1999.565816,1.735289906,0.248417263,1994.586219,1.965954813,0.169577222,0.660177344,0.322281439,0.609469456,0.019110564,0.482659542,0.261691904,0.371766401,1.70779101,1.562673486,1.175536349,1.150568845,0.47162941,0.394589535,2.893326328,2.943652663,2.679582807,2.510976202,1.363664822,1.074884661,0.75,0.303138537,0.186337299,0.596914107,0.289555798,0.179493186,0.949941767,0.325323719,0.185206467,0.742294858,0.281419539,0.1796494,0.824884729,0.275278613,0.185306224,0.945181713,0.341172983,0.192674849,0.674735532,0.549009607,0.843074885,2002.02944,0.953793711,2002.271572,64812,-1,NA,1
149,1982,0.0013,16.46463609,0.0675417,15.73140791,0.045279892,0.001638693,9.13e-05,6.21e-05,1.277489409,2.480291192,2000.001809,2.12400811,0.282064938,1999.046665,1.504426356,0.222711632,1995.53343,1.708305308,0.137570364,0.602325792,0.324387361,0.554684749,0.036253894,0.454099476,0.242791144,0.37702539,1.705488011,1.60890731,1.112781702,1.100789329,0.426904541,0.374062015,3,2.969153297,2.617923984,2.550152463,1.328904095,1.1559847,0.75,0.330892653,0.221068184,0.660908831,0.329365136,0.197857036,0.933929935,0.330266918,0.198386713,0.757982777,0.344742154,0.189474093,0.870624655,0.336610856,0.1968024,0.931106825,0.296299922,0.190734732,0.69931804,0.52958341,0.808650228,2001.692026,0.960539048,2003.156383,979,-1,NA,1
150,1982,0.0013,15.88578349,0.103268712,15.95485341,0.04,0.001372099,0.00015581,5.91e-05,1.118027925,1.633705086,1997.800348,2.128007909,0.260276922,1998.093884,1.763326246,0.243253341,1996.077186,2.094044606,0.182096476,0.691391152,0.307943845,0.621171296,0.045995697,0.486193918,0.271274313,0.346448166,1.749082938,1.656452203,1.058192916,1.206719895,0.404171648,0.396938099,3,2.959562233,2.794229495,2.527705005,1.315399088,1.124333027,0.75,0.243838544,0.238528531,0.538940024,0.392780308,0.225264604,0.95,0.379490818,0.189806332,0.777522595,0.267424355,0.191603198,0.775905564,0.288704428,0.111221973,0.912006146,0.343351334,0.147499385,0.739508425,0.388932847,0.734470389,2003.167609,1,2003.473637,5755,-1,NA,1
151,1982,0.0013,16.87648001,0.085605855,15.80414922,0.04,0.001646167,9.13e-05,5.48e-05,1.466072733,2.082119241,1997.982643,2.020560541,0.278555502,1998.805298,1.629423959,0.20440581,1995.711259,1.869405235,0.15151412,0.61622104,0.340583958,0.640004979,0.0195718,0.456505807,0.253886429,0.387885081,1.740163716,1.608448389,1.189240958,1.159860301,0.416531125,0.412632825,2.941869846,2.812709711,2.696139775,2.536935586,1.308478464,1.092955047,0.75,0.259975452,0.209996081,0.586240752,0.309432749,0.198656634,0.931744059,0.317026869,0.166307891,0.745967533,0.286292128,0.168915262,0.856016931,0.315051882,0.170809753,0.906168967,0.297557179,0.206075181,0.719924764,0.50614184,0.817694762,2002.197589,1,2002.463712,62851,-1,NA,1
152,1982,0.0013,16.56846292,0.07264547,15.8292205,0.042290319,0.001663129,0.000152878,5.48e-05,1.478066513,2.851639584,1999.673066,2.141033356,0.279127619,2000.095326,1.379012289,0.183248452,1996.415072,1.58496837,0.168252716,0.609958915,0.327327971,0.551967455,0.030695123,0.434114427,0.198912066,0.373370495,1.614006547,1.587076004,1.251779357,1.213083402,0.434106659,0.412300115,2.968007874,2.954537698,2.56407423,2.585655853,1.218536202,1.233596122,0.75,0.326698001,0.214869943,0.64670566,0.312531217,0.176466668,0.919617205,0.32725892,0.190243536,0.762775193,0.294116587,0.18950014,0.877574026,0.264574386,0.175934087,0.9194445,0.252807694,0.202923665,0.686403658,0.582195683,0.830262527,2001.456435,0.981284465,2003.614368,7986,-1,NA,1
153,1982,0.0013,16.8046082,0.10894462,15.83840342,0.04,0.001444301,0.00011212,6.49e-05,1.525175456,1.927991314,1997.876033,1.958312034,0.260521218,1999.503704,1.42380126,0.233167389,1995.578571,2.032436404,0.159723411,0.658944835,0.316225481,0.630968724,0.027698139,0.443013681,0.239158948,0.397935753,1.676363249,1.588063022,1.191557927,1.155650073,0.460717518,0.376733434,2.884145421,2.830390697,2.826113643,2.405984532,1.353202728,1.07636627,0.75,0.284732074,0.201042764,0.611736615,0.282120202,0.204729649,0.95,0.31313313,0.191072132,0.774665036,0.297502427,0.161545011,0.813355169,0.310388411,0.173425243,0.941244467,0.303816192,0.179184407,0.693820978,0.522891703,0.824370881,2001.474167,1,2002.352249,41276,-1,NA,1
154,1982,0.0013,16.18288194,0.0885941,15.96127087,0.052587668,0.001624331,9.15e-05,6.32e-05,1.572978891,1.763101217,1997.676374,1.862547691,0.25559459,1998.648137,1.806801903,0.210108281,1995.996677,2.162057728,0.166829676,0.610081846,0.312298966,0.632631621,0.031281277,0.480223949,0.268773651,0.339943609,1.708972097,1.588691576,1.067615242,1.170050077,0.437953273,0.397556913,3,2.89610955,2.70025913,2.530254588,1.36057136,1.150844779,0.75,0.250112416,0.228977343,0.586647205,0.36400306,0.202604471,0.95,0.343651035,0.169380871,0.764830495,0.257980571,0.214041887,0.789685295,0.301450408,0.149391801,0.922016947,0.308892565,0.159825414,0.713372442,0.431614253,0.770019858,2003.479288,0.968811782,2003.422488,51437,-1,NA,1
155,1982,0.0013,16.83591008,0.068262671,15.92181925,0.069483281,0.00152888,0.000145884,6.37e-05,1.530952587,2.438646279,1998.465179,2.096145749,0.292331443,1999.238293,1.571414851,0.221956146,1995.745064,1.739406438,0.156132347,0.632596499,0.354303434,0.612696852,0.015536258,0.456136399,0.243654212,0.374052973,1.717286226,1.587513194,1.1328713,1.149886252,0.4597635,0.339560383,3,2.912259344,2.716050503,2.620583436,1.282030925,1.229089445,0.75,0.281484323,0.20552735,0.645221396,0.325439741,0.189803016,0.945004115,0.308045892,0.17907115,0.752339381,0.291476871,0.204744876,0.860423332,0.300666216,0.203577321,0.912591122,0.299008744,0.199902475,0.708760936,0.588864713,0.805411915,2003.216815,0.976272626,2002.926285,29468,-1,NA,1
156,1982,0.0013,15.9652102,0.07321612,15.93732707,0.04,0.001325421,0.000119281,5.65e-05,1.163197107,1.545741123,1998.466246,1.879237672,0.261563238,1998.332298,1.74591724,0.227166098,1995.711167,2.250069585,0.193650786,0.651250845,0.333820846,0.604857335,0.02553221,0.50180353,0.251972942,0.346931065,1.699462013,1.668374941,1.108242451,1.229407783,0.406016149,0.385401392,3,3,2.7693531,2.575681834,1.336249811,1.090648227,0.75,0.223205826,0.231627397,0.588168459,0.353089268,0.209558213,0.95,0.33071304,0.175576311,0.762197502,0.252837851,0.205763596,0.781633422,0.291233657,0.10796984,0.931372922,0.330796852,0.148920771,0.721329234,0.349162146,0.726977537,2002.922509,0.998158081,2002.788398,28774,-1,NA,1
157,1982,0.0013,16.22082293,0.072730538,16.20767143,0.053601278,0.001445612,0.000187063,5.78e-05,1.263501956,1.737158876,1997.384676,1.798578637,0.272328552,1998.987003,1.823466677,0.212950236,1995.507659,2.149584781,0.174288714,0.646711075,0.343878867,0.645818956,0.029694554,0.462348187,0.215263009,0.358967126,1.727480103,1.583587539,1.101210905,1.205361558,0.401522453,0.405316124,3,3,2.66624443,2.441755743,1.379411658,1.155633136,0.75,0.216357941,0.223181128,0.60350528,0.335222767,0.228175407,0.95,0.338862727,0.186374946,0.771389622,0.266331175,0.194777951,0.794643725,0.314358928,0.123686089,0.925360846,0.296600352,0.123791604,0.725664787,0.4238079,0.710896916,2003.603802,0.971635198,2003.095075,51720,-1,NA,1
158,1982,0.0013,16.91094476,0.09585894,15.71768973,0.040296968,0.001478222,9.13e-05,6.46e-05,1.327593426,2.314245109,1997.750568,1.865275034,0.26102642,1999.194303,1.702935697,0.2397441,1995.46729,1.874552002,0.163773664,0.571802143,0.3368162,0.618877383,0.007271777,0.471704062,0.236940024,0.375777312,1.687573374,1.597574354,1.203711863,1.081368118,0.427659,0.389913974,3,2.836013202,2.792107846,2.490287191,1.292257688,1.195897322,0.75,0.285075305,0.199303695,0.612577302,0.305759382,0.19195133,0.95,0.30978126,0.167193981,0.773265674,0.294451643,0.172769079,0.841060894,0.301433309,0.189572261,0.925845394,0.316523507,0.208504963,0.689286098,0.51045459,0.812171864,2002.260753,0.9954445,2002.65843,45419,-1,NA,1
159,1982,0.0013,15.87328868,0.052973395,15.99045067,0.050765847,0.001318031,9.13e-05,5.53e-05,1.347886485,1.496892528,1998.320475,1.813201053,0.267677065,1998.580481,1.876186766,0.236605898,1995.884348,2.227471072,0.185853833,0.682820248,0.320973237,0.63250729,0.034992051,0.453817187,0.280984185,0.352776849,1.69949576,1.724490636,1.108385414,1.193390076,0.423003317,0.366444902,3,2.932399899,2.822142652,2.615470349,1.272439092,1.12999414,0.75,0.243214875,0.218087209,0.586771051,0.343016313,0.204117566,0.93355469,0.372808333,0.199586663,0.75468879,0.253371299,0.203966809,0.780139767,0.320269672,0.09131576,0.916274416,0.316875508,0.152668269,0.725520755,0.42277709,0.768828534,2002.840897,0.985209911,2002.707404,14641,-1,NA,1
160,1982,0.0013,16.57324069,0.093666155,15.90614457,0.041293921,0.001360437,0.000140398,5.89e-05,1.469743441,1.972580492,1998.361642,2.014431387,0.272806669,1999.87475,1.456453999,0.242888076,1995.097972,1.975448574,0.168719464,0.693547162,0.317264046,0.634975941,0.031504658,0.448058468,0.229258243,0.385703048,1.723154924,1.559110993,1.206316413,1.067071518,0.459800622,0.392046959,2.92462873,2.834820281,2.741023464,2.389794892,1.349966206,1.094244538,0.75,0.290627402,0.205038793,0.59658708,0.303609002,0.215937269,0.95,0.309379108,0.179350883,0.761439956,0.303123318,0.169584365,0.812721887,0.302922472,0.175929785,0.897253354,0.34376313,0.18006815,0.688569474,0.522073834,0.833758739,2002.10268,1,2001.888365,29811,-1,NA,1
161,1982,0.0013,16.82271569,0.087343708,15.86483997,0.051208485,0.001518506,0.000188902,5.48e-05,1.481607777,1.891775707,1997.373633,1.98635691,0.253607649,1999.228653,1.647925527,0.227884091,1995.276758,2.1201476,0.149346901,0.66047389,0.326072806,0.633352955,0.015781104,0.471764786,0.261583232,0.383005064,1.751915154,1.589218062,1.21917383,1.127294776,0.450169141,0.417810475,2.925157299,2.902962881,2.752674248,2.499071867,1.330214802,1.103451979,0.75,0.301425024,0.208115679,0.628585946,0.298498325,0.205780248,0.931228865,0.345269687,0.178572513,0.751331505,0.30482412,0.176002308,0.842282123,0.281569113,0.165780041,0.920005433,0.309129427,0.181322721,0.695861733,0.508003287,0.852223253,2001.87173,0.997745163,2002.661327,62385,-1,NA,1
162,1982,0.0013,16.09580505,0.093020569,15.60001089,0.047960068,0.00142007,9.13e-05,5.67e-05,1.325093795,1.871519626,1997.876819,1.847274875,0.249247824,1998.499749,1.833788813,0.240259493,1996.392037,2.183645671,0.181152782,0.662172171,0.305726664,0.605224485,0.035802619,0.510247731,0.25620327,0.383425155,1.690857831,1.661729357,1.10245026,1.151972326,0.421900896,0.388053482,2.976541348,2.987796622,2.695918567,2.562615453,1.392781132,1.162369398,0.75,0.254259391,0.214421152,0.610614445,0.326173162,0.22548876,0.95,0.348341949,0.18367838,0.763484545,0.260715284,0.204347881,0.815607095,0.309654168,0.115093401,0.932923278,0.29834823,0.135361607,0.725499201,0.404051349,0.744255161,2002.623667,0.997393558,2003.869701,17220,-1,NA,1
163,1982,0.0013,16.2160329,0.084622048,15.96149145,0.041734275,0.001330378,9.13e-05,5.7e-05,1.341465359,1.863664781,1997.078966,1.93193372,0.266462586,1997.66142,1.657956445,0.21191194,1996.241426,1.918773994,0.190430298,0.642629667,0.321698829,0.642346025,0.019990642,0.506723098,0.211169291,0.373673296,1.689302542,1.607408212,1.090365196,1.186764312,0.417057521,0.395236968,2.992536488,2.957556645,2.685354629,2.487212545,1.423474369,1.10739371,0.75,0.22435869,0.198572472,0.600203998,0.331521478,0.192844075,0.95,0.315010947,0.16782601,0.78302663,0.251989104,0.220450734,0.810107763,0.259320802,0.144344028,0.9392952,0.32274174,0.134407078,0.729156124,0.348263457,0.790215546,2002.398166,1,2003.131848,39773,-1,NA,1
164,1982,0.0013,16.6732118,0.079728819,15.89091008,0.041093481,0.001869152,9.13e-05,5.48e-05,1.453439624,2.378625334,1999.719824,2.180705724,0.301553076,1999.786766,1.465675404,0.208028223,1995.566026,1.793359198,0.148544716,0.559668769,0.358272319,0.602621227,0.027173043,0.450906209,0.231607964,0.390848934,1.696888449,1.606658077,1.148961456,1.174590539,0.427311676,0.353797361,2.991137333,3,2.674476086,2.565847959,1.271192563,1.147630908,0.75,0.314201865,0.2054747,0.631929356,0.308257876,0.162468404,0.933044381,0.30558947,0.178534055,0.738263052,0.333885959,0.180618223,0.852231251,0.33613044,0.182536112,0.94059331,0.266305575,0.197135283,0.709426634,0.627499059,0.760925309,2003.09411,1,2002.141839,52418,-1,NA,1
165,1982,0.0013,16.64899895,0.097751318,15.71579431,0.046635226,0.001504605,0.000159678,5.48e-05,1.195911412,2.362892127,1997.966902,1.967874242,0.271738694,1999.474332,1.60284124,0.219046752,1996.395879,1.874886355,0.161228636,0.622414741,0.342090862,0.605079492,0.013436133,0.467941454,0.269341329,0.368893062,1.695957691,1.565913863,1.181618215,1.125063421,0.471851882,0.409318118,3,2.898776304,2.84064975,2.452354888,1.314746147,1.115244848,0.75,0.267064917,0.205587106,0.607738465,0.326716381,0.203662032,0.95,0.33454863,0.188499109,0.755016775,0.268587341,0.188271726,0.823382144,0.319058049,0.15707327,0.904444711,0.328617691,0.212130466,0.699269171,0.532421559,0.868690373,2002.935981,1,2002.527952,50256,-1,NA,1
